Player,Offense,Defense,Ovr,Season
Kentavious Caldwell-Pope,1.12,0.19,1.31,2022
Bones Hyland,2.61,-1.33,1.27,2022
Austin Reaves,0.91,0.35,1.26,2022
Omer Yurtseven,-0.28,1.54,1.26,2022
Jared Butler,1.64,-0.38,1.26,2022
James Ennis III,1.07,0.17,1.24,2022
Isaiah Livers,1.77,-0.55,1.22,2022
Dean Wade,-0.16,1.37,1.21,2022
Keldon Johnson,1.31,-0.1,1.2,2022
Mo Bamba,0.22,0.93,1.15,2022
Anfernee Simons,3.51,-2.36,1.15,2022
Deni Avdija,0.13,0.99,1.12,2022
Georges Niang,1.51,-0.4,1.11,2022
Moritz Wagner,1.84,-0.73,1.11,2022
Jock Landale,1.1,0,1.1,2022
Jerami Grant,0.72,0.38,1.09,2022
Xavier Tillman,-0.48,1.57,1.09,2022
Nemanja Bjelica,0.59,0.49,1.08,2022
Scottie Barnes,0.33,0.75,1.08,2022
Russell Westbrook,0.65,0.42,1.07,2022
Landry Shamet,0.95,0.07,1.01,2022
Juan Toscano-Anderson,0.14,0.87,1,2022
Marcus Morris Sr.,2.4,-1.42,0.98,2022
Anthony Gill,1.36,-0.39,0.97,2022
Julius Randle,0.01,0.95,0.96,2022
Eric Gordon,1.8,-0.84,0.96,2022
Goga Bitadze,1.6,-0.64,0.96,2022
Jae'Sean Tate,0.29,0.66,0.96,2022
Rudy Gay,0.14,0.82,0.96,2022
Tremont Waters,0.31,0.6,0.91,2022
Isaiah Stewart,-1.17,2.08,0.91,2022
Patty Mills,1.31,-0.42,0.88,2022
Markelle Fultz,0.92,-0.06,0.86,2022
Corey Kispert,2.08,-1.23,0.85,2022
Devin Vassell,0.9,-0.06,0.84,2022
JaMychal Green,0.36,0.48,0.84,2022
Aaron Holiday,0.5,0.33,0.82,2022
Gabe Vincent,0.65,0.17,0.81,2022
Jalen Smith,1.01,-0.21,0.81,2022
DeAndre' Bembry,0,0.8,0.8,2022
Chris Duarte,0.22,0.58,0.8,2022
Jaylen Nowell,2.39,-1.63,0.76,2022
Shaquille Harrison,-0.42,1.18,0.75,2022
Frank Ntilikina,-0.59,1.35,0.75,2022
Mamadi Diakite,-1.49,2.23,0.74,2022
Taj Gibson,-0.57,1.31,0.74,2022
Zach Collins,0.31,0.43,0.74,2022
Cade Cunningham,0.43,0.3,0.73,2022
Eric Bledsoe,-0.02,0.75,0.73,2022
De'Aaron Fox,2.62,-1.89,0.72,2022
Pat Connaughton,1.61,-0.89,0.72,2022
Caris LeVert,2.4,-1.71,0.69,2022
Dwight Howard,0.75,-0.07,0.68,2022
Nassir Little,0.99,-0.31,0.68,2022
Will Barton,0.61,0.06,0.67,2022
Daniel Theis,-0.47,1.13,0.66,2022
Tyler Herro,2.07,-1.41,0.66,2022
Sam Merrill,1.02,-0.36,0.66,2022
Malik Monk,2.08,-1.42,0.66,2022
Tim Hardaway Jr.,1.27,-0.62,0.65,2022
Derrick Jones Jr.,0.76,-0.11,0.65,2022
Cory Joseph,0.81,-0.16,0.65,2022
Rodney McGruder,1.1,-0.46,0.64,2022
Coby White,1.98,-1.34,0.64,2022
Willy Hernangomez,1.88,-1.25,0.64,2022
Justise Winslow,-0.98,1.6,0.63,2022
Justin Holiday,0.86,-0.24,0.62,2022
Josh Green,-0.72,1.33,0.61,2022
Ryan Arcidiacono,-0.52,1.13,0.61,2022
Gary Clark,0.6,-0.01,0.59,2022
LaMarcus Aldridge,0.61,-0.03,0.59,2022
Ziaire Williams,0.64,-0.07,0.57,2022
Derrick Walton Jr.,-0.33,0.9,0.57,2022
Raul Neto,1.07,-0.51,0.56,2022
Gorgui Dieng,0.4,0.16,0.55,2022
Damion Lee,0.41,0.14,0.55,2022
Cole Anthony,0.91,-0.36,0.55,2022
Nathan Knight,0.32,0.21,0.53,2022
Skylar Mays,1.18,-0.67,0.52,2022
Michael Porter Jr.,0.31,0.2,0.51,2022
Isaiah Roby,0.55,-0.05,0.5,2022
Jericho Sims,-0.55,1.04,0.49,2022
Isaac Bonga,-1.04,1.52,0.48,2022
Boban Marjanovic,0.61,-0.14,0.48,2022
Josh Richardson,1.4,-0.92,0.48,2022
Saddiq Bey,1.2,-0.74,0.46,2022
Jabari Parker,0.67,-0.21,0.46,2022
Killian Tillie,-0.59,1.04,0.46,2022
Kyle Anderson,-0.78,1.24,0.45,2022
Frank Kaminsky,0.12,0.31,0.43,2022
Quentin Grimes,0.09,0.33,0.42,2022
Dylan Windler,-0.52,0.92,0.41,2022
Trent Forrest,0.47,-0.09,0.38,2022
Terry Taylor,2.11,-1.75,0.36,2022
Gabriel Deck,1.14,-0.78,0.36,2022
Luguentz Dort,0.16,0.19,0.36,2022
Josh Okogie,-1.11,1.46,0.35,2022
Tre Jones,0.95,-0.62,0.34,2022
Troy Brown Jr.,0.66,-0.32,0.34,2022
Larry Nance Jr.,-0.43,0.75,0.33,2022
Dennis Schroder,-0.12,0.44,0.32,2022
Davon Reed,0.9,-0.6,0.31,2022
Malik Beasley,1.46,-1.16,0.3,2022
Denzel Valentine,0.35,-0.07,0.29,2022
Justin Champagnie,1.11,-0.83,0.28,2022
David Nwaba,0.45,-0.17,0.28,2022
Luke Kornet,0.31,-0.05,0.25,2022
Hamidou Diallo,-0.57,0.81,0.24,2022
Wayne Ellington,1.29,-1.06,0.23,2022
Isaiah Jackson,0.49,-0.26,0.23,2022
Romeo Langford,-1.57,1.79,0.22,2022
Goran Dragic,0.42,-0.2,0.22,2022
Kent Bazemore,-1.37,1.57,0.2,2022
Miles McBride,0.43,-0.23,0.19,2022
Jeremiah Robinson-Earl,-0.85,1.03,0.19,2022
Facundo Campazzo,-0.28,0.46,0.18,2022
Austin Rivers,1.02,-0.86,0.16,2022
Isaac Okoro,0.29,-0.14,0.15,2022
Jeremy Lamb,1.36,-1.23,0.13,2022
Grant Williams,0.2,-0.07,0.13,2022
Rayjon Tucker,0.35,-0.22,0.13,2022
Khem Birch,0.01,0.11,0.12,2022
Louis King,0.78,-0.67,0.12,2022
Gary Harris,0.25,-0.14,0.11,2022
Malachi Flynn,0.44,-0.33,0.11,2022
Jeff Green,0.55,-0.46,0.08,2022
Brandon Goodwin,0.15,-0.08,0.08,2022
Chuma Okeke,-0.95,1.03,0.08,2022
Oshae Brissett,1.22,-1.17,0.06,2022
Aaron Nesmith,-0.68,0.73,0.05,2022
Kelly Oubre Jr.,1.02,-0.99,0.03,2022
Trey Murphy III,0.71,-0.68,0.03,2022
Moses Moody,-0.11,0.14,0.03,2022
Kevin Porter Jr.,0.98,-0.95,0.02,2022
Derrick Favors,-1.22,1.25,0.02,2022
PJ Dozier,-0.77,0.79,0.02,2022
Luka Garza,0.67,-0.65,0.02,2022
Taurean Prince,0.77,-0.77,0,2022
Ed Davis,-1.51,1.5,-0.01,2022
Rui Hachimura,0.97,-1.02,-0.04,2022
Carmelo Anthony,1.86,-1.91,-0.05,2022
Juancho Hernangomez,0.99,-1.05,-0.06,2022
Marvin Bagley III,0.43,-0.5,-0.07,2022
Paul Millsap,-0.53,0.45,-0.07,2022
Jonathan Kuminga,0.44,-0.52,-0.08,2022
Thomas Bryant,0.28,-0.37,-0.09,2022
Ty Jerome,0.13,-0.22,-0.09,2022
Furkan Korkmaz,0.18,-0.28,-0.1,2022
Shake Milton,0.44,-0.56,-0.12,2022
Donte DiVincenzo,0.26,-0.4,-0.13,2022
Alize Johnson,-0.03,-0.13,-0.16,2022
Chris Silva,-0.8,0.62,-0.17,2022
Isaiah Joe,0.06,-0.27,-0.21,2022
Serge Ibaka,-0.49,0.26,-0.24,2022
Norman Powell,1.83,-2.07,-0.24,2022
Langston Galloway,0.69,-0.93,-0.25,2022
RJ Barrett,0.44,-0.69,-0.25,2022
Josh Giddey,-1.5,1.25,-0.25,2022
Paul Watson,0.37,-0.63,-0.26,2022
Cheick Diallo,-0.7,0.43,-0.26,2022
Kyle Kuzma,-0.46,0.19,-0.27,2022
Naji Marshall,-0.49,0.2,-0.29,2022
Justin Anderson,0.68,-0.98,-0.3,2022
Tyler Johnson,0.53,-0.84,-0.3,2022
Jevon Carter,0.61,-0.92,-0.31,2022
Chimezie Metu,-0.59,0.29,-0.31,2022
Robin Lopez,-0.63,0.32,-0.31,2022
Solomon Hill,-0.27,-0.05,-0.32,2022
Keita Bates-Diop,-0.71,0.38,-0.34,2022
Olivier Sarr,0.13,-0.47,-0.34,2022
Yuta Watanabe,-0.59,0.24,-0.35,2022
De'Andre Hunter,-0.74,0.39,-0.35,2022
Jaden McDaniels,-1.1,0.75,-0.35,2022
Wenyen Gabriel,0.68,-1.03,-0.35,2022
Damian Jones,0.03,-0.4,-0.37,2022
Rajon Rondo,-0.62,0.22,-0.4,2022
Aaron Wiggins,-0.23,-0.19,-0.42,2022
Matt Thomas,0.36,-0.78,-0.43,2022
Miye Oni,-0.43,-0.01,-0.44,2022
Armoni Brooks,0.7,-1.15,-0.44,2022
Markus Howard,1.05,-1.53,-0.48,2022
Naz Reid,-0.86,0.37,-0.49,2022
Talen Horton-Tucker,-0.57,0.08,-0.49,2022
Stanley Johnson,0.53,-1.03,-0.5,2022
Mychal Mulder,0.88,-1.38,-0.51,2022
Trey Lyles,0.53,-1.04,-0.51,2022
Thanasis Antetokounmpo,-0.68,0.13,-0.55,2022
Saben Lee,0.41,-0.97,-0.55,2022
Dennis Smith Jr.,-0.87,0.31,-0.55,2022
Jalen McDaniels,0.12,-0.68,-0.56,2022
Freddie Gillespie,-1.62,1.05,-0.57,2022
Trevor Ariza,-0.63,0.05,-0.59,2022
Kris Dunn,-0.61,0.02,-0.59,2022
Ayo Dosunmu,-0.11,-0.5,-0.61,2022
Udoka Azubuike,-1.4,0.78,-0.62,2022
Jaylen Hoard,-0.07,-0.56,-0.62,2022
Danuel House Jr.,-0.5,-0.12,-0.63,2022
Doug McDermott,1.33,-1.96,-0.63,2022
Jalen Suggs,-2.4,1.75,-0.65,2022
Precious Achiuwa,-1.71,1.06,-0.66,2022
Alex Len,-1.55,0.89,-0.66,2022
Sterling Brown,-1.35,0.68,-0.67,2022
Chris Chiozza,-1.36,0.68,-0.68,2022
Markieff Morris,-0.25,-0.43,-0.68,2022
Svi Mykhailiuk,-0.23,-0.48,-0.71,2022
KJ Martin,1.15,-1.86,-0.72,2022
D.J. Wilson,-1.14,0.4,-0.74,2022
Timothe Luwawu-Cabarrot,0.27,-1.04,-0.77,2022
Alperen Sengun,-0.46,-0.32,-0.77,2022
Moses Brown,-1.42,0.64,-0.78,2022
Bryn Forbes,0.68,-1.48,-0.8,2022
Dalano Banton,-0.96,0.15,-0.81,2022
Tristan Thompson,-0.24,-0.6,-0.84,2022
Lance Stephenson,1.34,-2.19,-0.85,2022
DaQuan Jeffries,-0.17,-0.69,-0.86,2022
Ish Smith,0.18,-1.04,-0.86,2022
Bismack Biyombo,-1.59,0.73,-0.87,2022
Abdel Nader,-1.27,0.4,-0.87,2022
Isaiah Thomas,0.81,-1.69,-0.87,2022
Josh Jackson,-0.86,-0.01,-0.87,2022
Frank Jackson,0.33,-1.21,-0.88,2022
Tomas Satoransky,-0.58,-0.3,-0.88,2022
Zeke Nnaji,0.27,-1.16,-0.89,2022
Tyler Cook,-0.34,-0.55,-0.9,2022
Mason Jones,0.12,-1.02,-0.9,2022
Nick Richards,-0.94,0.03,-0.9,2022
James Johnson,-0.7,-0.22,-0.91,2022
Maurice Harkless,-0.76,-0.17,-0.92,2022
Drew Eubanks,-0.62,-0.36,-0.98,2022
DeAndre Jordan,-1.17,0.18,-0.99,2022
Lamar Stevens,-0.79,-0.21,-1,2022
JT Thor,-0.54,-0.5,-1.05,2022
Cody Zeller,-0.11,-1,-1.11,2022
Patrick Williams,-0.43,-0.71,-1.14,2022
Tre Mann,-0.36,-0.79,-1.14,2022
Emmanuel Mudiay,-0.46,-0.72,-1.18,2022
Trey Burke,0.09,-1.29,-1.2,2022
Jordan Bell,-1.53,0.32,-1.21,2022
Wes Iwundu,-1.34,0.12,-1.22,2022
David Duke Jr.,-0.81,-0.45,-1.26,2022
Lou Williams,0.45,-1.72,-1.27,2022
Aleksej Pokusevski,-1.52,0.23,-1.29,2022
Kessler Edwards,-0.46,-0.85,-1.31,2022
Garrett Temple,-0.92,-0.4,-1.32,2022
Torrey Craig,0.04,-1.36,-1.32,2022
Davion Mitchell,-0.94,-0.4,-1.33,2022
Cedi Osman,0.52,-1.87,-1.35,2022
Juwan Morgan,-0.95,-0.4,-1.36,2022
Ben McLemore,0.78,-2.15,-1.37,2022
Theo Pinson,-1.53,0.16,-1.38,2022
Carsen Edwards,-0.5,-0.88,-1.38,2022
Santi Aldama,-1.12,-0.26,-1.38,2022
Avery Bradley,-0.93,-0.5,-1.42,2022
KZ Okpala,-1.3,-0.14,-1.43,2022
Ignas Brazdeikis,0.01,-1.47,-1.46,2022
Joshua Primo,-1.12,-0.37,-1.49,2022
Brandon Knight,0.78,-2.28,-1.51,2022
Jake Layman,-1.23,-0.28,-1.51,2022
Brodric Thomas,-1.13,-0.39,-1.52,2022
Elfrid Payton,-1.77,0.23,-1.54,2022
Alfonzo McKinnie,-0.54,-1.01,-1.54,2022
D.J. Augustin,1.22,-2.78,-1.56,2022
Killian Hayes,-1.73,0.14,-1.6,2022
Vlatko Cancar,-0.99,-0.63,-1.62,2022
Nickeil Alexander-Walker,-0.46,-1.17,-1.63,2022
Chandler Hutchison,-1.92,0.29,-1.64,2022
Marquese Chriss,-1.27,-0.4,-1.67,2022
Jarrett Culver,-1.58,-0.15,-1.73,2022
Kira Lewis Jr.,-1.31,-0.43,-1.74,2022
Justin Jackson,-0.56,-1.2,-1.76,2022
Sandro Mamukelashvili,0.42,-2.18,-1.76,2022
Vit Krejci,-0.59,-1.17,-1.77,2022
Admiral Schofield,-1.03,-0.74,-1.77,2022
Tony Snell,-0.65,-1.14,-1.78,2022
Eric Paschall,0.19,-2,-1.81,2022
CJ Elleby,-1.32,-0.55,-1.87,2022
Brandon Boston Jr.,-1.69,-0.2,-1.89,2022
Tim Frazier,-1.68,-0.22,-1.9,2022
Lonnie Walker IV,0.09,-2.02,-1.93,2022
Jordan Nwora,-0.23,-1.71,-1.94,2022
Duane Washington Jr.,0.34,-2.29,-1.95,2022
Damyean Dotson,-0.94,-1.07,-2.01,2022
Kelan Martin,-0.49,-1.61,-2.09,2022
Daishen Nix,-1.17,-0.92,-2.1,2022
Jalen Green,-0.23,-1.92,-2.15,2022
Rodney Hood,-1.21,-0.94,-2.15,2022
Norvel Pelle,-2.56,0.4,-2.17,2022
Charlie Brown Jr.,-2.24,0.07,-2.17,2022
Anthony Lamb,-0.43,-1.78,-2.22,2022
Trendon Watford,-0.71,-1.52,-2.23,2022
Josh Christopher,-0.13,-2.11,-2.24,2022
Kyle Guy,-0.72,-1.62,-2.34,2022
Sekou Doumbouya,-1.5,-0.86,-2.36,2022
Greg Brown III,-1.46,-0.91,-2.37,2022
Usman Garuba,-0.55,-1.82,-2.37,2022
Bruno Fernando,-1.98,-0.52,-2.51,2022
Collin Sexton,-1.2,-1.39,-2.6,2022
Keifer Sykes,-1.04,-1.57,-2.6,2022
Reggie Perry,-1,-1.6,-2.6,2022
Brandon Williams,-0.84,-1.78,-2.62,2022
Cam Thomas,-0.8,-1.88,-2.68,2022
Terrence Ross,-0.59,-2.15,-2.74,2022
Quinndary Weatherspoon,-1.22,-1.53,-2.75,2022
Devontae Cacok,-1.09,-1.68,-2.77,2022
Braxton Key,-1.19,-1.61,-2.79,2022
Brad Wanamaker,-1.79,-1.01,-2.8,2022
Bol Bol,-1.7,-1.11,-2.81,2022
Darius Bazley,-2.43,-0.39,-2.82,2022
Cassius Stanley,-1.44,-1.53,-2.97,2022
Tacko Fall,-1.18,-1.83,-3.01,2022
Leandro Bolmaro,-1.54,-1.49,-3.02,2022
Robert Woodard II,-1.26,-1.79,-3.04,2022
Cam Reddish,-1.15,-1.9,-3.05,2022
Hassani Gravett,-1.33,-1.73,-3.05,2022
Jay Scrubb,-1.26,-1.85,-3.12,2022
Joe Wieskamp,-1.34,-1.82,-3.15,2022
Cameron McGriff,-1.19,-1.99,-3.17,2022
Devon Dotson,-1.32,-1.85,-3.17,2022
Nik Stauskas,-1.4,-1.79,-3.18,2022
Neemias Queta,-1.33,-1.86,-3.19,2022
Kevin Knox II,-1.66,-1.56,-3.23,2022
Trevelin Queen,-1.34,-1.89,-3.23,2022
Semi Ojeleye,-2.41,-0.83,-3.24,2022
Jamorko Pickett,-1.28,-1.96,-3.24,2022
Greg Monroe,-1.28,-1.99,-3.27,2022
Gabriel Lundberg,-1.33,-1.96,-3.29,2022
Devin Cannady,-1.37,-1.92,-3.29,2022
Jay Huff,-1.59,-1.7,-3.29,2022
Sam Hauser,-1.41,-1.9,-3.31,2022
Cat Barber,-1.4,-1.91,-3.31,2022
Xavier Moon,-1.21,-2.1,-3.31,2022
Jahmi'us Ramsey,-1.07,-2.25,-3.32,2022
Marcus Garrett,-1.22,-2.1,-3.33,2022
Justin Robinson,-2.27,-1.08,-3.35,2022
Cameron Oliver,-1.22,-2.14,-3.36,2022
Jarron Cumberland,-1.36,-1.99,-3.36,2022
Marko Simonovic,-1.46,-1.91,-3.37,2022
Theo Maledon,-2.07,-1.3,-3.37,2022
Malcolm Hill,-1.4,-1.99,-3.39,2022
Jordan Schakel,-1.54,-1.85,-3.39,2022
Petr Cornelie,-1.47,-1.93,-3.4,2022
Gabe York,-1.42,-1.97,-3.4,2022
BJ Johnson,-1.44,-1.97,-3.42,2022
Javin DeLaurier,-1.43,-1.99,-3.42,2022
Craig Sword,-1.54,-1.89,-3.42,2022
Tre Scott,-1.5,-1.93,-3.43,2022
Jared Harper,-1.26,-2.17,-3.43,2022
Jaylen Morris,-1.48,-1.94,-3.43,2022
Matt Ryan,-1.47,-1.97,-3.44,2022
Scotty Hopson,-1.57,-1.89,-3.45,2022
Mac McClung,-1.46,-2,-3.46,2022
Joel Ayayi,-1.56,-1.89,-3.46,2022
Ahmad Caver,-1.48,-1.99,-3.48,2022
Eugene Omoruyi,-1.49,-1.99,-3.48,2022
Tyrell Terry,-1.57,-1.91,-3.48,2022
Malik Newman,-1.52,-1.96,-3.48,2022
DeJon Jarreau,-1.47,-2.01,-3.48,2022
Paris Bass,-1.52,-1.97,-3.49,2022
Feron Hunt,-1.54,-1.95,-3.49,2022
Ade Murkey,-1.52,-1.98,-3.5,2022
Matt Mooney,-1.52,-1.98,-3.5,2022
Jaime Echenique,-1.55,-1.97,-3.51,2022
David Johnson,-1.52,-2,-3.52,2022
Scottie Lewis,-1.51,-2.02,-3.53,2022
Keon Johnson,-1.29,-2.25,-3.53,2022
MJ Walker,-1.58,-1.96,-3.54,2022
Charles Bassey,-1.71,-1.83,-3.54,2022
CJ Miles,-1.49,-2.05,-3.54,2022
Shaq Buchanan,-1.51,-2.03,-3.54,2022
Sam Dekker,-1.51,-2.03,-3.55,2022
McKinley Wright IV,-1.47,-2.07,-3.55,2022
Tyler Hall,-1.53,-2.02,-3.55,2022
Xavier Sneed,-1.6,-1.95,-3.55,2022
Chaundee Brown Jr.,-1.64,-1.92,-3.56,2022
Joe Johnson,-1.51,-2.06,-3.56,2022
Isaiah Todd,-1.76,-1.8,-3.57,2022
Jon Teske,-1.55,-2.02,-3.57,2022
RJ Nembhard Jr.,-1.75,-1.82,-3.57,2022
Trayvon Palmer,-1.62,-1.96,-3.57,2022
Moses Wright,-1.52,-2.05,-3.57,2022
Jaden Springer,-1.54,-2.04,-3.58,2022
JaQuori McLaughlin,-1.49,-2.09,-3.58,2022
Jaysean Paige,-1.6,-2,-3.6,2022
Jemerrio Jones,-1.54,-2.06,-3.6,2022
Jordan Goodwin,-1.57,-2.04,-3.61,2022
Rob Edwards,-1.62,-1.99,-3.61,2022
Kai Jones,-1.58,-2.03,-3.61,2022
Arnoldas Kulboka,-1.56,-2.06,-3.62,2022
Tyrone Wallace,-1.5,-2.15,-3.64,2022
Wayne Selden,-1.6,-2.05,-3.64,2022
Javonte Smart,-1.71,-1.94,-3.65,2022
Malik Fitts,-1.65,-2,-3.65,2022
Aleem Ford,-1.51,-2.15,-3.66,2022
Carlik Jones,-1.61,-2.05,-3.67,2022
Darren Collison,-1.6,-2.09,-3.69,2022
Aaron Henry,-1.63,-2.07,-3.7,2022
Daniel Oturu,-1.56,-2.15,-3.71,2022
Cassius Winston,-1.61,-2.1,-3.72,2022
Myles Powell,-1.51,-2.21,-3.72,2022
Udonis Haslem,-1.83,-1.89,-3.72,2022
Zylan Cheatham,-1.65,-2.08,-3.73,2022
George King,-1.57,-2.18,-3.75,2022
James Bouknight,-0.65,-3.1,-3.75,2022
Jalen Johnson,-1.78,-1.99,-3.77,2022
Emanuel Terry,-1.75,-2.03,-3.79,2022
Nate Hinton,-1.67,-2.12,-3.79,2022
Dakota Mathias,-1.76,-2.05,-3.81,2022
Micah Potter,-1.81,-2.01,-3.82,2022
Haywood Highsmith,-1.57,-2.26,-3.84,2022
Yves Pons,-1.78,-2.05,-3.84,2022
Jeff Dowtin Jr.,-1.75,-2.09,-3.85,2022
Deividas Sirvydis,-1.87,-2.01,-3.87,2022
Lindell Wigginton,-1.4,-2.51,-3.91,2022
Vernon Carey Jr.,-1.71,-2.21,-3.92,2022
Sharife Cooper,-1.88,-2.05,-3.92,2022
Elijah Hughes,-1.78,-2.17,-3.95,2022
Kevin Pangos,-1.51,-2.45,-3.96,2022
Didi Louzada,-2.07,-1.95,-4.02,2022
Zavier Simpson,-1.69,-2.37,-4.06,2022
R.J. Hampton,-2.09,-2.04,-4.14,2022
Melvin Frazier Jr.,-1.82,-2.41,-4.23,2022
Georgios Kalaitzakis,-1.83,-2.6,-4.42,2022
Keljin Blevins,-2.03,-2.52,-4.54,2022
Kawhi Leonard,7.04,1.72,8.75,2021
Stephen Curry,8.76,-0.24,8.52,2021
Giannis Antetokounmpo,4.66,3.28,7.94,2021
LeBron James,5.31,2.6,7.91,2021
Damian Lillard,8.47,-0.96,7.51,2021
James Harden,6.7,0.35,7.05,2021
Nikola Jokic,6.32,0.58,6.9,2021
Paul George,4.73,2.16,6.89,2021
Chris Paul,5.27,1.54,6.81,2021
Jimmy Butler,4.36,2.41,6.77,2021
Kevin Durant,6.15,0.6,6.75,2021
Rudy Gobert,1.39,5.27,6.66,2021
Joel Embiid,4.36,2.19,6.56,2021
Mike Conley,4.11,2.19,6.3,2021
Jayson Tatum,4.76,1.04,5.79,2021
Jrue Holiday,4.05,1.54,5.59,2021
Clint Capela,1.39,3.89,5.28,2021
Luka Doncic,6.13,-0.86,5.27,2021
Kyrie Irving,5.96,-0.74,5.22,2021
Karl-Anthony Towns,5.39,-0.18,5.21,2021
CJ McCollum,5.49,-0.58,4.91,2021
Kemba Walker,4.24,0.48,4.71,2021
Jamal Murray,4.09,0.5,4.59,2021
Draymond Green,0.67,3.78,4.45,2021
Michael Porter Jr.,4.86,-0.49,4.36,2021
Danny Green,2.62,1.74,4.36,2021
Alex Caruso,0.87,3.48,4.35,2021
Derrick White,2.73,1.59,4.33,2021
Zion Williamson,4.57,-0.28,4.29,2021
Joe Ingles,3.59,0.64,4.24,2021
Jonas Valanciunas,2.5,1.7,4.2,2021
Fred VanVleet,2.99,1.15,4.15,2021
Cameron Payne,3.69,0.44,4.13,2021
OG Anunoby,1.54,2.37,3.91,2021
Patrick Beverley,1.87,2.01,3.88,2021
Jakob Poeltl,1.43,2.45,3.88,2021
Gordon Hayward,2.47,1.41,3.88,2021
Zach LaVine,5,-1.13,3.87,2021
Dorian Finney-Smith,2.39,1.48,3.87,2021
Mikal Bridges,2.73,1.14,3.87,2021
Bradley Beal,5.93,-2.06,3.87,2021
Duncan Robinson,2.86,0.99,3.86,2021
Joe Harris,3.47,0.26,3.74,2021
Pascal Siakam,2.37,1.31,3.68,2021
Brook Lopez,1.6,2.07,3.68,2021
Trae Young,6.11,-2.46,3.64,2021
Bogdan Bogdanovic,3.63,0.01,3.64,2021
Julius Randle,2.01,1.58,3.58,2021
Shai Gilgeous-Alexander,4.41,-0.9,3.51,2021
Chris Boucher,3.73,-0.24,3.49,2021
Kyle Lowry,2.49,0.96,3.45,2021
Anthony Davis,2.07,1.37,3.44,2021
Khris Middleton,3.04,0.3,3.34,2021
Devonte' Graham,3.42,-0.09,3.33,2021
Paul Millsap,1.46,1.79,3.26,2021
De'Anthony Melton,2.1,1.14,3.24,2021
Reggie Jackson,2.69,0.52,3.21,2021
Robert Covington,1.14,2.06,3.2,2021
Enes Freedom,3.1,0.09,3.19,2021
Daniel Gafford,1.35,1.83,3.18,2021
Jalen Brunson,2.79,0.37,3.16,2021
Devin Booker,4.83,-1.69,3.14,2021
Bam Adebayo,1.42,1.71,3.13,2021
George Hill,2.33,0.77,3.1,2021
John Collins,2.63,0.45,3.08,2021
Blake Griffin,1.61,1.47,3.07,2021
Davis Bertans,3.81,-0.76,3.06,2021
Montrezl Harrell,1.91,1.14,3.05,2021
Ersan Ilyasova,0.43,2.61,3.04,2021
Malcolm Brogdon,2.87,0.16,3.04,2021
Christian Wood,1.84,1.18,3.02,2021
Dejounte Murray,1.97,1.05,3.01,2021
Mitchell Robinson,0.52,2.49,3,2021
Marcus Smart,1.65,1.35,3,2021
Tobias Harris,2.01,0.99,3,2021
Donte DiVincenzo,2.05,0.93,2.98,2021
Oshae Brissett,2.53,0.41,2.94,2021
Kelly Olynyk,2.23,0.67,2.9,2021
Thaddeus Young,2.22,0.68,2.89,2021
Nikola Vucevic,2.02,0.86,2.88,2021
Russell Westbrook,1.51,1.36,2.87,2021
Richaun Holmes,1.76,1.09,2.84,2021
Ben Simmons,0.87,1.95,2.82,2021
Royce O'Neale,1.14,1.65,2.79,2021
Kyle Anderson,0.84,1.94,2.78,2021
Myles Turner,-0.23,3.01,2.78,2021
Seth Curry,2.44,0.3,2.74,2021
Ivica Zubac,0.37,2.37,2.74,2021
Nicolas Batum,1.48,1.25,2.73,2021
DeMar DeRozan,4.09,-1.37,2.72,2021
Evan Fournier,3.08,-0.39,2.69,2021
Damion Lee,1.81,0.83,2.64,2021
Domantas Sabonis,0.93,1.7,2.64,2021
Marc Gasol,-0.49,3.12,2.63,2021
Immanuel Quickley,3.09,-0.49,2.59,2021
Matisse Thybulle,0.82,1.77,2.59,2021
Donovan Mitchell,3.94,-1.37,2.57,2021
Lonzo Ball,2.04,0.52,2.56,2021
Steven Adams,1.17,1.39,2.55,2021
Brandon Ingram,3.11,-0.56,2.55,2021
T.J. Warren,1.93,0.6,2.53,2021
Derrick Rose,2.25,0.2,2.45,2021
De'Andre Hunter,0.75,1.7,2.45,2021
Jaylen Brown,2.49,-0.05,2.44,2021
Kent Bazemore,-0.59,3.02,2.43,2021
Dennis Schroder,1.56,0.87,2.42,2021
T.J. McConnell,2.32,0.11,2.42,2021
Donta Hall,0.53,1.88,2.41,2021
Deandre Ayton,1.34,1.01,2.35,2021
John Konchar,1.49,0.82,2.32,2021
Robert Williams III,2.31,0,2.31,2021
Jusuf Nurkic,-0.07,2.36,2.29,2021
Danilo Gallinari,2.99,-0.72,2.27,2021
Jordan Nwora,1.24,1,2.24,2021
Delon Wright,1.66,0.56,2.22,2021
Kristaps Porzingis,2.47,-0.25,2.22,2021
Aaron Gordon,1.38,0.82,2.2,2021
Reggie Bullock Jr.,1.61,0.59,2.2,2021
Buddy Hield,2.88,-0.7,2.19,2021
Maxi Kleber,0.97,1.2,2.18,2021
Jarred Vanderbilt,-0.06,2.22,2.17,2021
James Ennis III,1.81,0.35,2.16,2021
Furkan Korkmaz,1.82,0.34,2.16,2021
Jarrett Allen,0.77,1.37,2.14,2021
Ricky Rubio,1.23,0.89,2.12,2021
Jae Crowder,0.71,1.36,2.07,2021
Raul Neto,1.35,0.72,2.07,2021
