Player,Offense,Defense,Ovr,Season
Antonio Blakeney,-0.86,-2.53,-3.4,2019
Mitchell Creek,-1.44,-1.97,-3.41,2019
Gary Trent Jr.,-1.28,-2.13,-3.41,2019
Ray Spalding,-1.62,-1.8,-3.41,2019
Troy Caupain,-1.42,-2.01,-3.42,2019
Deng Adel,-1.64,-1.79,-3.43,2019
Thomas Welsh,-1.49,-1.95,-3.44,2019
Angel Delgado,-1.63,-1.83,-3.45,2019
DeVaughn Akoon-Purcell,-1.45,-2,-3.46,2019
Scott Machado,-1.41,-2.05,-3.46,2019
Alize Johnson,-1.34,-2.13,-3.47,2019
Kostas Antetokounmpo,-1.54,-1.93,-3.47,2019
Yante Maten,-1.52,-1.96,-3.48,2019
Trevon Duval,-1.48,-2.01,-3.48,2019
Isaiah Hicks,-2.55,-0.94,-3.49,2019
Joe Chealey,-1.5,-1.99,-3.49,2019
Marcus Derrickson,-1.56,-1.93,-3.49,2019
Wade Baldwin IV,-2.95,-0.54,-3.49,2019
Zach Lofton,-1.5,-2,-3.49,2019
Jerryd Bayless,-0.99,-2.5,-3.5,2019
Tyler Davis,-1.52,-1.98,-3.5,2019
Kalin Lucas,-1.57,-1.93,-3.5,2019
Melvin Frazier Jr.,-1.51,-1.99,-3.5,2019
Justin Patton,-1.55,-1.96,-3.51,2019
Vincent Edwards,-1.5,-2.01,-3.51,2019
Devin Robinson,-1.39,-2.12,-3.51,2019
Isaac Humphries,-1.54,-1.97,-3.51,2019
Donte Grantham,-1.5,-2.01,-3.52,2019
Walt Lemon Jr.,-1.4,-2.12,-3.52,2019
DJ Stephens,-1.56,-1.96,-3.52,2019
Chris Boucher,-1.27,-2.26,-3.53,2019
Daryl Macon,-1.53,-2.01,-3.54,2019
Billy Garrett,-1.57,-1.98,-3.55,2019
Jordan Sibert,-1.47,-2.1,-3.57,2019
Drew Eubanks,-1.64,-1.93,-3.57,2019
George King,-1.49,-2.09,-3.57,2019
Chimezie Metu,-1.8,-1.79,-3.59,2019
Dusty Hannahs,-1.59,-2,-3.59,2019
Tyler Lydon,-1.53,-2.08,-3.6,2019
John Holland,-1.53,-2.1,-3.63,2019
Tony Bradley,-1.48,-2.15,-3.63,2019
Chris Chiozza,-1.64,-2,-3.64,2019
Jaylen Morris,-1.84,-1.8,-3.64,2019
Ike Anigbogu,-1.52,-2.14,-3.66,2019
Jordan Loyd,-1.57,-2.11,-3.68,2019
Jimmer Fredette,-1.63,-2.1,-3.74,2019
Bonzie Colson,-1.41,-2.33,-3.74,2019
BJ Johnson,-1.53,-2.22,-3.75,2019
Duncan Robinson,-1.65,-2.12,-3.76,2019
Edmond Sumner,-1.75,-2.02,-3.77,2019
Jared Terrell,-1.74,-2.05,-3.79,2019
Grayson Allen,-1.31,-2.5,-3.8,2019
Demetrius Jackson,-1.61,-2.21,-3.82,2019
James Nunnally,-1.35,-2.48,-3.83,2019
Jacob Evans,-1.74,-2.09,-3.84,2019
Naz Mitrou-Long,-1.48,-2.37,-3.85,2019
Haywood Highsmith,-1.53,-2.32,-3.85,2019
Dairis Bertans,-1.75,-2.13,-3.88,2019
Khyri Thomas,-1.88,-2.03,-3.91,2019
Zhou Qi,-1.92,-2.01,-3.93,2019
Anfernee Simons,-1.52,-2.47,-3.99,2019
Marquese Chriss,-2.46,-1.61,-4.07,2019
Lonnie Walker IV,-2,-2.16,-4.15,2019
Jamal Crawford,-0.51,-3.93,-4.44,2019
Kevin Knox II,-2.12,-2.42,-4.54,2019
Stephen Curry,9.61,0.55,10.16,2018
Chris Paul,7.2,1.73,8.93,2018
Kawhi Leonard,5.29,2.64,7.93,2018
LeBron James,7.03,0.73,7.76,2018
James Harden,7.79,-0.44,7.35,2018
Kyle Lowry,4.69,2.2,6.88,2018
Jimmy Butler,4.02,2.61,6.62,2018
Kemba Walker,5.69,0.89,6.58,2018
Damian Lillard,6.67,-0.11,6.56,2018
Nikola Jokic,4.77,1.63,6.39,2018
Karl-Anthony Towns,5.26,0.33,5.59,2018
Kyrie Irving,5.98,-0.4,5.58,2018
Victor Oladipo,2.83,2.63,5.46,2018
Rudy Gobert,0.62,4.69,5.32,2018
Anthony Davis,2.15,2.99,5.14,2018
Kevin Durant,5.47,-0.43,5.04,2018
Giannis Antetokounmpo,3.09,1.78,4.86,2018
Joel Embiid,2.05,2.55,4.6,2018
Otto Porter Jr.,3.18,1.37,4.55,2018
Mike Conley,3.43,1.04,4.47,2018
Robert Covington,1.06,3.41,4.47,2018
LaMarcus Aldridge,2.82,1.62,4.44,2018
Russell Westbrook,3.42,0.93,4.35,2018
Al Horford,1.91,2.23,4.14,2018
Draymond Green,0.72,3.25,3.98,2018
Fred VanVleet,2.52,1.43,3.95,2018
Jrue Holiday,2.12,1.81,3.93,2018
Kevin Love,3.02,0.87,3.89,2018
Paul George,2.74,1.06,3.8,2018
Gordon Hayward,2.93,0.86,3.79,2018
Nikola Mirotic,3.15,0.62,3.77,2018
Kyle Anderson,0.53,3.17,3.71,2018
Ben Simmons,1.9,1.79,3.69,2018
Eric Bledsoe,3.1,0.55,3.65,2018
DeMarcus Cousins,1.91,1.73,3.63,2018
Amir Johnson,0.5,2.93,3.43,2018
Patrick Beverley,1.59,1.84,3.42,2018
Salah Mejri,0.08,3.26,3.34,2018
Donovan Mitchell,2.08,1.25,3.34,2018
Bradley Beal,3.44,-0.17,3.26,2018
Jayson Tatum,1.4,1.84,3.24,2018
Jordan Bell,1.02,2.14,3.16,2018
JJ Redick,3.38,-0.28,3.1,2018
Joe Ingles,2.41,0.65,3.06,2018
Tyus Jones,2.41,0.57,2.98,2018
Kelly Olynyk,2.12,0.85,2.97,2018
Darren Collison,3.63,-0.73,2.9,2018
Khris Middleton,2.64,0.25,2.89,2018
Clint Capela,0.72,2.15,2.87,2018
DeMar DeRozan,3.85,-0.98,2.87,2018
Steven Adams,1.63,1.22,2.86,2018
Ricky Rubio,0.96,1.89,2.85,2018
Lucas Nogueira,0.28,2.55,2.83,2018
Blake Griffin,2.31,0.51,2.82,2018
Eric Gordon,3.34,-0.54,2.8,2018
John Wall,2.45,0.32,2.77,2018
Al-Farouq Aminu,0.26,2.51,2.77,2018
Gary Harris,2.97,-0.21,2.76,2018
Spencer Dinwiddie,2.61,0.13,2.74,2018
Tyreke Evans,3.06,-0.34,2.72,2018
Klay Thompson,2.58,0.12,2.7,2018
Danilo Gallinari,1.81,0.89,2.7,2018
Delon Wright,1.55,1.13,2.68,2018
Tim Hardaway Jr.,1.91,0.74,2.65,2018
Andre Roberson,-0.76,3.32,2.56,2018
Larry Nance Jr.,0.26,2.25,2.51,2018
Ersan Ilyasova,0.97,1.49,2.46,2018
Thaddeus Young,0.52,1.94,2.46,2018
Paul Millsap,0.12,2.34,2.45,2018
Kristaps Porzingis,0.84,1.61,2.44,2018
Hassan Whiteside,0,2.42,2.42,2018
DeAndre Jordan,0.54,1.88,2.42,2018
Goran Dragic,2.29,0.11,2.4,2018
Jamal Murray,3.41,-1.06,2.36,2018
Thabo Sefolosha,0.02,2.31,2.33,2018
Boban Marjanovic,1.16,1.16,2.32,2018
DeMarre Carroll,1.02,1.24,2.26,2018
Ekpe Udoh,-0.42,2.68,2.25,2018
Marreese Speights,1.51,0.64,2.16,2018
Enes Freedom,2.54,-0.4,2.14,2018
Montrezl Harrell,2.41,-0.29,2.13,2018
Andrew Bogut,-1.94,4.05,2.11,2018
Anthony Tolliver,2,0.09,2.09,2018
Aaron Gordon,1.37,0.7,2.07,2018
Dejounte Murray,-0.95,3.02,2.07,2018
Zaza Pachulia,-0.09,2.14,2.06,2018
George Hill,1.77,0.24,2.01,2018
Patty Mills,2.42,-0.44,1.98,2018
James Johnson,0.58,1.4,1.98,2018
Tomas Satoransky,1.39,0.57,1.96,2018
Josh Richardson,0.71,1.25,1.96,2018
Shaquille Harrison,1.33,0.62,1.95,2018
OG Anunoby,0.53,1.4,1.93,2018
Kentavious Caldwell-Pope,1.5,0.43,1.93,2018
Derrick Favors,-0.05,1.96,1.91,2018
Dirk Nowitzki,1.56,0.34,1.9,2018
Nene,-0.37,2.27,1.9,2018
Davis Bertans,1.03,0.86,1.89,2018
Lonzo Ball,-0.47,2.34,1.88,2018
Aron Baynes,-1.79,3.66,1.87,2018
Tobias Harris,2.07,-0.2,1.87,2018
Vince Carter,1.13,0.73,1.86,2018
Serge Ibaka,0.82,1.02,1.84,2018
CJ McCollum,2.65,-0.89,1.77,2018
Manu Ginobili,1.21,0.53,1.74,2018
Jaylen Brown,0.38,1.36,1.74,2018
David West,-0.63,2.35,1.72,2018
Eric Moreland,-1.52,3.21,1.69,2018
Dwight Powell,0.74,0.93,1.67,2018
Willie Reed,-0.02,1.68,1.66,2018
Jeff Teague,1.9,-0.28,1.62,2018
Justin Holiday,0.62,0.99,1.62,2018
JaVale McGee,1.13,0.49,1.61,2018
Danny Green,0.12,1.49,1.61,2018
Jonas Valanciunas,1.16,0.45,1.61,2018
Marvin Williams,0.91,0.7,1.61,2018
Marc Gasol,0.21,1.39,1.61,2018
Shabazz Napier,1.3,0.27,1.57,2018
Luc Mbah a Moute,-0.59,2.15,1.57,2018
Jeremy Lamb,2.11,-0.56,1.55,2018
Jamil Wilson,1.57,-0.03,1.54,2018
Dario Saric,1.01,0.51,1.52,2018
J.J. Barea,2.73,-1.22,1.51,2018
Patrick Patterson,0.66,0.83,1.49,2018
Reggie Bullock Jr.,1.41,0.08,1.49,2018
Nikola Vucevic,-0.17,1.65,1.48,2018
JaKarr Sampson,-0.89,2.35,1.46,2018
Dewayne Dedmon,-0.16,1.61,1.45,2018
Taj Gibson,0.61,0.82,1.43,2018
Royce O'Neale,-0.07,1.45,1.38,2018
Jonas Jerebko,0.9,0.48,1.38,2018
Ish Smith,1.34,0.03,1.38,2018
Lou Williams,4.12,-2.76,1.36,2018
Marcus Smart,-0.1,1.44,1.34,2018
Rudy Gay,0.63,0.71,1.34,2018
Raul Neto,0.15,1.18,1.34,2018
Andre Iguodala,0.1,1.24,1.33,2018
P.J. Tucker,0.05,1.29,1.33,2018
Langston Galloway,0.46,0.84,1.31,2018
Josh Hart,1.51,-0.21,1.3,2018
Jared Dudley,0.14,1.15,1.29,2018
CJ Miles,1.93,-0.66,1.27,2018
Kyle Korver,1.81,-0.59,1.22,2018
Jeff Withey,-0.7,1.9,1.21,2018
Jakob Poeltl,0.3,0.9,1.2,2018
Jeremy Lin,0.14,1.06,1.2,2018
Daniel Theis,-0.18,1.37,1.19,2018
Myles Turner,-0.33,1.52,1.19,2018
Andre Drummond,-0.26,1.45,1.19,2018
Milos Teodosic,1.5,-0.32,1.17,2018
Brook Lopez,0.93,0.23,1.16,2018
Rodney McGruder,1.4,-0.26,1.14,2018
Malcolm Brogdon,1.82,-0.69,1.13,2018
Carmelo Anthony,1.93,-0.8,1.12,2018
Cody Zeller,-0.25,1.37,1.12,2018
Wayne Ellington,2.16,-1.06,1.1,2018
Damion Lee,-0.1,1.2,1.1,2018
Nemanja Bjelica,0.34,0.72,1.06,2018
Troy Williams,0.05,1.01,1.06,2018
Ryan Anderson,1.2,-0.16,1.03,2018
Devin Harris,1.08,-0.05,1.03,2018
Kent Bazemore,0.02,1,1.02,2018
Reggie Jackson,1.6,-0.59,1.01,2018
Alan Williams,-0.74,1.67,0.93,2018
Nicolas Batum,1.03,-0.1,0.93,2018
Khem Birch,0.12,0.8,0.92,2018
Yogi Ferrell,0.35,0.55,0.9,2018
Channing Frye,1.54,-0.65,0.89,2018
Tyler Johnson,0.52,0.35,0.87,2018
Jusuf Nurkic,-1.94,2.81,0.87,2018
Greg Monroe,0.71,0.16,0.87,2018
Pascal Siakam,0.26,0.59,0.85,2018
Ron Baker,-0.14,0.97,0.84,2018
Jose Calderon,0.82,0,0.81,2018
Will Barton,1.72,-0.91,0.81,2018
Luol Deng,-0.03,0.84,0.81,2018
Kyle O'Quinn,0.61,0.2,0.81,2018
Cole Aldrich,-0.47,1.28,0.81,2018
Ed Davis,-0.5,1.3,0.79,2018
Ryan Arcidiacono,-0.5,1.28,0.78,2018
Willy Hernangomez,0.46,0.31,0.77,2018
Mario Chalmers,-0.35,1.12,0.77,2018
John Henson,-0.52,1.26,0.74,2018
Kevon Looney,-0.18,0.91,0.73,2018
Maurice Harkless,0.27,0.45,0.72,2018
Meyers Leonard,0.82,-0.12,0.7,2018
Jae Crowder,0.87,-0.19,0.68,2018
Terry Rozier,0.55,0.13,0.68,2018
Quincy Acy,-0.18,0.85,0.67,2018
Pau Gasol,-0.78,1.44,0.66,2018
E'Twaun Moore,0.94,-0.3,0.64,2018
Terrence Ross,0.53,0.1,0.64,2018
Marcin Gortat,-1.09,1.67,0.58,2018
Bam Adebayo,-1.06,1.62,0.56,2018
Trevor Ariza,0.24,0.3,0.54,2018
Trey Burke,2.85,-2.32,0.53,2018
Justise Winslow,-1.31,1.82,0.52,2018
Ian Mahinmi,-1.03,1.52,0.5,2018
Austin Rivers,1.57,-1.08,0.49,2018
Maxi Kleber,-0.27,0.75,0.49,2018
Evan Fournier,1.68,-1.21,0.47,2018
Jerian Grant,0.9,-0.43,0.47,2018
Devin Booker,2.12,-1.66,0.46,2018
Tyson Chandler,-0.93,1.39,0.46,2018
Brandan Wright,-0.09,0.54,0.45,2018
John Collins,-0.28,0.71,0.44,2018
Jarrett Jack,0.15,0.27,0.43,2018
Andrew Harrison,0.24,0.19,0.43,2018
Trey Lyles,0.89,-0.48,0.41,2018
Jordan Crawford,3.45,-3.05,0.41,2018
Rajon Rondo,0.13,0.25,0.38,2018
Jason Terry,-0.04,0.41,0.37,2018
Harrison Barnes,0.17,0.19,0.37,2018
Courtney Lee,1.18,-0.83,0.36,2018
Rondae Hollis-Jefferson,-0.47,0.82,0.34,2018
Emeka Okafor,-1.12,1.45,0.32,2018
Kyle Kuzma,0.74,-0.44,0.31,2018
Tim Frazier,0.05,0.25,0.3,2018
Mike Muscala,0.56,-0.27,0.28,2018
Tyler Ennis,-0.72,0.98,0.26,2018
Luke Kennard,0.67,-0.45,0.22,2018
Buddy Hield,1.1,-0.89,0.21,2018
Shelvin Mack,0.72,-0.51,0.21,2018
Michael Kidd-Gilchrist,-0.92,1.12,0.2,2018
Julius Randle,0.62,-0.43,0.18,2018
Bobby Portis,1.52,-1.35,0.18,2018
Markieff Morris,-0.38,0.53,0.15,2018
Jarrett Allen,-0.66,0.79,0.14,2018
Brandon Paul,-1.74,1.87,0.13,2018
JaMychal Green,0,0.12,0.13,2018
Cory Joseph,0.62,-0.5,0.12,2018
Mason Plumlee,-0.33,0.44,0.11,2018
Michael Carter-Williams,-0.93,1.04,0.11,2018
Dennis Schroder,1.5,-1.41,0.1,2018
Stanley Johnson,-1,1.1,0.1,2018
Elfrid Payton,1.02,-0.93,0.09,2018
Corey Brewer,-0.57,0.66,0.09,2018
Trevor Booker,-0.79,0.87,0.08,2018
Lauri Markkanen,0.29,-0.21,0.07,2018
Taurean Prince,-0.02,0.09,0.07,2018
Cedi Osman,0.84,-0.77,0.06,2018
Avery Bradley,-0.3,0.36,0.06,2018
Pat Connaughton,0.54,-0.5,0.05,2018
Richaun Holmes,0.07,-0.03,0.04,2018
Glenn Robinson III,-0.39,0.42,0.03,2018
Bojan Bogdanovic,0.8,-0.77,0.03,2018
Tyler Cavanaugh,1.17,-1.14,0.03,2018
Allen Crabbe,1.11,-1.1,0.02,2018
Alex Caruso,-0.91,0.91,0,2018
Wesley Johnson,-1.51,1.5,-0.01,2018
Omri Casspi,-0.38,0.37,-0.01,2018
Mike James,0.65,-0.66,-0.01,2018
Dorian Finney-Smith,-0.91,0.9,-0.01,2018
Bogdan Bogdanovic,1.1,-1.13,-0.03,2018
Tarik Black,-1.93,1.9,-0.03,2018
Shane Larkin,-0.8,0.76,-0.04,2018
Gerald Green,1.31,-1.35,-0.04,2018
Nerlens Noel,-2.07,2.03,-0.04,2018
Dwight Howard,-1.03,0.97,-0.06,2018
Andrew Wiggins,1.02,-1.09,-0.07,2018
Robin Lopez,-1.11,1.04,-0.08,2018
D.J. Augustin,0.45,-0.53,-0.08,2018
Tyler Zeller,-0.24,0.16,-0.08,2018
Joakim Noah,-1.15,1.04,-0.12,2018
Willie Cauley-Stein,-1.06,0.94,-0.12,2018
Wesley Matthews,0.41,-0.54,-0.13,2018
Myke Henry,-0.04,-0.09,-0.13,2018
Denzel Valentine,-0.08,-0.06,-0.14,2018
Danuel House Jr.,0.53,-0.69,-0.16,2018
Joe Harris,0.95,-1.11,-0.16,2018
Cameron Payne,0.57,-0.73,-0.16,2018
Jonathon Simmons,0.4,-0.62,-0.22,2018
Dante Exum,-0.56,0.33,-0.23,2018
Dillon Brooks,-0.4,0.16,-0.25,2018
Solomon Hill,-0.95,0.69,-0.26,2018
Jeff Green,-0.01,-0.24,-0.26,2018
Alex Abrines,0.75,-1.01,-0.26,2018
Malcolm Delaney,-0.3,-0.01,-0.3,2018
Kosta Koufos,-1.4,1.1,-0.31,2018
Dion Waiters,-0.49,0.17,-0.32,2018
Shaun Livingston,-0.47,0.14,-0.33,2018
Domantas Sabonis,-0.91,0.58,-0.33,2018
Michael Beasley,0.55,-0.88,-0.33,2018
Frank Kaminsky,1.04,-1.38,-0.33,2018
Chandler Parsons,1.05,-1.38,-0.33,2018
Quinn Cook,1.26,-1.6,-0.34,2018
Zach Randolph,0.8,-1.15,-0.35,2018
Mirza Teletovic,0.85,-1.21,-0.35,2018
Dwight Buycks,-0.69,0.33,-0.35,2018
Isaiah Canaan,0.65,-1.02,-0.37,2018
Jon Leuer,-0.98,0.58,-0.41,2018
RJ Hunter,-0.86,0.44,-0.42,2018
Darius Miller,1.5,-1.97,-0.47,2018
Kris Dunn,0.01,-0.48,-0.48,2018
Brandon Ingram,-0.28,-0.21,-0.48,2018
Kelly Oubre Jr.,0.16,-0.65,-0.49,2018
Marcus Morris Sr.,-0.21,-0.33,-0.55,2018
Derrick Jones Jr.,-0.47,-0.07,-0.55,2018
T.J. Warren,0.86,-1.41,-0.55,2018
Isaiah Thomas,2.71,-3.27,-0.56,2018
Okaro White,-0.97,0.38,-0.59,2018
Wilson Chandler,0.19,-0.79,-0.6,2018
James Ennis III,-0.28,-0.32,-0.6,2018
Rodney Hood,0.75,-1.35,-0.6,2018
Luke Babbitt,0.73,-1.33,-0.61,2018
Alec Burks,-0.02,-0.59,-0.61,2018
Brandon Jennings,0.44,-1.06,-0.62,2018
Matthew Dellavedova,-0.07,-0.55,-0.63,2018
Garrett Temple,-0.54,-0.11,-0.65,2018
Ivica Zubac,-1.73,1.07,-0.66,2018
Kyle Collinsworth,-0.96,0.29,-0.66,2018
Tony Snell,0.35,-1.02,-0.67,2018
Raymond Felton,-0.1,-0.59,-0.69,2018
C.J. Williams,-0.19,-0.51,-0.69,2018
Isaiah Whitehead,-1.24,0.54,-0.7,2018
Sam Dekker,-0.47,-0.24,-0.71,2018
Nick Collison,-2.47,1.76,-0.71,2018
Jerami Grant,-0.7,-0.02,-0.72,2018
Marco Belinelli,1.22,-1.98,-0.76,2018
Josh Huestis,-1.14,0.37,-0.77,2018
Juancho Hernangomez,-0.02,-0.76,-0.77,2018
Caris LeVert,-0.01,-0.78,-0.79,2018
Justin Anderson,-0.35,-0.46,-0.8,2018
Jonathan Isaac,-2.56,1.75,-0.8,2018
Tyler Ulis,-0.26,-0.55,-0.81,2018
Isaiah Taylor,-0.18,-0.65,-0.83,2018
Luke Kornet,-0.1,-0.79,-0.89,2018
Tyrone Wallace,-0.99,0.09,-0.89,2018
Al Jefferson,-0.48,-0.43,-0.91,2018
Alex Len,-1.33,0.42,-0.91,2018
Noah Vonleh,-1.81,0.89,-0.92,2018
Gorgui Dieng,-0.78,-0.15,-0.93,2018
Dante Cunningham,-0.47,-0.47,-0.94,2018
Tony Allen,-1.28,0.33,-0.94,2018
Nick Young,0.92,-1.86,-0.94,2018
Nicolas Brussino,-0.34,-0.63,-0.97,2018
Timothe Luwawu-Cabarrot,-0.98,0.01,-0.97,2018
Skal Labissiere,-0.62,-0.37,-0.99,2018
Alex Poythress,0.13,-1.13,-1,2018
Malik Beasley,-0.85,-0.16,-1.01,2018
Sindarius Thornwell,-1.91,0.9,-1.01,2018
Iman Shumpert,-1.29,0.28,-1.02,2018
Darrell Arthur,-0.79,-0.25,-1.03,2018
Kenneth Faried,-0.21,-0.83,-1.04,2018
Treveon Graham,-0.6,-0.44,-1.04,2018
Richard Jefferson,-0.68,-0.36,-1.04,2018
Mario Hezonja,-0.22,-0.83,-1.05,2018
Damyean Dotson,-0.99,-0.08,-1.07,2018
Sterling Brown,-1.39,0.29,-1.1,2018
Zach LaVine,0.36,-1.46,-1.1,2018
Lance Stephenson,0.44,-1.57,-1.13,2018
Timofey Mozgov,-2.62,1.49,-1.13,2018
Jabari Parker,0.07,-1.21,-1.14,2018
Ivan Rabb,-0.39,-0.77,-1.15,2018
Jameer Nelson,-0.21,-0.97,-1.18,2018
Jeremy Evans,-1.01,-0.22,-1.23,2018
Jordan Clarkson,0.47,-1.75,-1.28,2018
Troy Daniels,1.39,-2.68,-1.29,2018
Justin Jackson,-0.87,-0.42,-1.29,2018
D'Angelo Russell,0.74,-2.04,-1.3,2018
Lance Thomas,-1.31,0,-1.3,2018
Jonathan Gibson,0.29,-1.61,-1.32,2018
Torrey Craig,-0.34,-0.98,-1.32,2018
Mike Scott,-0.23,-1.12,-1.36,2018
Tristan Thompson,-1.21,-0.15,-1.36,2018
DeAndre Liggins,-2.05,0.69,-1.37,2018
Jordan Mickey,-2.12,0.74,-1.38,2018
Frank Mason III,-0.26,-1.13,-1.39,2018
Mindaugas Kuzminskas,-0.04,-1.36,-1.4,2018
Gary Payton II,-1.17,-0.25,-1.42,2018
Chris McCullough,-0.74,-0.68,-1.42,2018
Bryn Forbes,-0.02,-1.41,-1.43,2018
Zach Collins,-1.39,-0.06,-1.45,2018
Markelle Fultz,-2.31,0.86,-1.45,2018
Tony Parker,-0.98,-0.49,-1.47,2018
Marquese Chriss,-1.65,0.15,-1.49,2018
James Michael McAdoo,-1.64,0.14,-1.5,2018
Dwyane Wade,-1.11,-0.4,-1.51,2018
Dennis Smith Jr.,-0.43,-1.09,-1.52,2018
Josh McRoberts,-1.44,-0.1,-1.54,2018
Doug McDermott,-0.19,-1.36,-1.55,2018
Deyonta Davis,-0.23,-1.33,-1.56,2018
David Nwaba,-0.68,-0.9,-1.58,2018
Nik Stauskas,-0.23,-1.37,-1.6,2018
T.J. McConnell,-1.3,-0.3,-1.6,2018
Wes Iwundu,-1.72,0.12,-1.6,2018
Jarell Martin,-1.84,0.24,-1.61,2018
Omer Asik,-2.31,0.7,-1.61,2018
James Young,-1.22,-0.39,-1.62,2018
Miles Plumlee,-2.63,1,-1.63,2018
Dragan Bender,-1.55,-0.09,-1.64,2018
Aaron Brooks,-0.36,-1.32,-1.68,2018
Terrance Ferguson,-0.6,-1.12,-1.72,2018
Frank Ntilikina,-2.21,0.48,-1.73,2018
Josh Smith,-2.39,0.66,-1.73,2018
Norman Powell,-0.84,-0.89,-1.73,2018
Cheick Diallo,-1.07,-0.68,-1.75,2018
Evan Turner,-2.27,0.45,-1.82,2018
Jodie Meeks,0.27,-2.11,-1.83,2018
Darrun Hilliard,-1.23,-0.62,-1.85,2018
Briante Weber,-0.89,-0.97,-1.86,2018
Jawun Evans,-1.77,-0.11,-1.88,2018
Joe Johnson,-1.08,-0.81,-1.89,2018
JR Smith,-0.21,-1.73,-1.94,2018
Ramon Sessions,-1.18,-0.77,-1.94,2018
Derrick Williams,-0.96,-1.06,-2.01,2018
Tyler Dorsey,-0.36,-1.71,-2.07,2018
Udonis Haslem,-2.98,0.88,-2.1,2018
Ian Clark,-0.48,-1.63,-2.11,2018
Marcus Georges-Hunt,-0.92,-1.28,-2.19,2018
Ben McLemore,-1.5,-0.72,-2.22,2018
Dwayne Bacon,-2.29,0.07,-2.22,2018
De'Aaron Fox,-1.04,-1.19,-2.23,2018
Wayne Selden,0.13,-2.37,-2.24,2018
Markel Brown,-0.76,-1.57,-2.32,2018
Antonio Blakeney,-0.38,-1.95,-2.32,2018
Wade Baldwin IV,-2.32,-0.04,-2.37,2018
Thon Maker,-1.45,-0.92,-2.37,2018
Kyle Singler,-2.17,-0.23,-2.39,2018
Jamel Artis,-1.63,-0.8,-2.43,2018
DeAndre' Bembry,-2.4,-0.06,-2.45,2018
Xavier Munford,-1.39,-1.07,-2.46,2018
Jerryd Bayless,-1.5,-1,-2.51,2018
T.J. Leaf,-0.51,-2.04,-2.55,2018
Malachi Richardson,-1.85,-0.78,-2.62,2018
Johnny O'Bryant III,-2.23,-0.4,-2.63,2018
Aaron Harrison,-1.86,-0.77,-2.63,2018
Semi Ojeleye,-2.62,-0.02,-2.64,2018
Alec Peters,-0.95,-1.72,-2.67,2018
Anthony Brown,-1.78,-0.89,-2.68,2018
Joe Young,-0.98,-1.7,-2.68,2018
Josh Jackson,-2.17,-0.57,-2.75,2018
Jake Layman,-2.29,-0.5,-2.8,2018
Henry Ellenson,-1.76,-1.06,-2.82,2018
MarShon Brooks,-0.54,-2.31,-2.86,2018
Sean Kilpatrick,-0.22,-2.65,-2.87,2018
Lorenzo Brown,-1.47,-1.41,-2.88,2018
Travis Wear,-1.29,-1.6,-2.9,2018
Joffrey Lauvergne,-1.39,-1.52,-2.91,2018
Derrick White,-1.41,-1.51,-2.92,2018
Julyan Stone,-1.36,-1.62,-2.97,2018
Jabari Bird,-1.09,-1.92,-3.02,2018
Adreian Payne,-2.19,-0.85,-3.04,2018
Damien Wilkins,-1.12,-1.97,-3.09,2018
Josh Magette,-1.34,-1.78,-3.12,2018
Omari Johnson,-0.96,-2.15,-3.12,2018
Dakari Johnson,-1.74,-1.4,-3.14,2018
Andre Ingram,-1.42,-1.77,-3.19,2018
Rashad Vaughn,-1.95,-1.24,-3.19,2018
Cristiano Felicio,-2.43,-0.8,-3.22,2018
Gian Clavell,-1.49,-1.75,-3.24,2018
Vander Blue,-1.53,-1.74,-3.27,2018
Jacob Wiley,-1.58,-1.69,-3.27,2018
Arron Afflalo,-1.38,-1.89,-3.27,2018
Matt Williams Jr.,-1.44,-1.84,-3.28,2018
Kay Felder,-2.38,-0.89,-3.28,2018
Abdel Nader,-2.86,-0.44,-3.3,2018
Brice Johnson,-1.5,-1.81,-3.31,2018
Matt Costello,-1.35,-1.97,-3.31,2018
Kendrick Perkins,-2.86,-0.47,-3.33,2018
Kobi Simmons,-1.27,-2.06,-3.33,2018
Nigel Hayes,-1.54,-1.8,-3.34,2018
Joel Bolomboy,-1.63,-1.71,-3.34,2018
Bruno Caboclo,-1.68,-1.66,-3.34,2018
Devin Robinson,-1.42,-1.93,-3.35,2018
Guerschon Yabusele,-1.31,-2.06,-3.36,2018
Marcus Paige,-1.36,-2.01,-3.38,2018
Shabazz Muhammad,-0.74,-2.64,-3.38,2018
Milton Doyle,-1.55,-1.84,-3.38,2018
Mangok Mathiang,-1.49,-1.9,-3.39,2018
Bismack Biyombo,-3.24,-0.16,-3.39,2018
Kadeem Allen,-1.57,-1.83,-3.4,2018
Paul Zipser,-2.73,-0.68,-3.4,2018
Vincent Hunter,-1.46,-1.95,-3.41,2018
Marshall Plumlee,-1.61,-1.81,-3.42,2018
Malcolm Miller,-1.51,-1.93,-3.44,2018
Georgios Papagiannis,-1.59,-1.85,-3.44,2018
Jameel Warney,-1.43,-2.01,-3.44,2018
Caleb Swanigan,-1.75,-1.69,-3.44,2018
Naz Mitrou-Long,-1.46,-1.98,-3.45,2018
Tony Bradley,-1.5,-1.95,-3.45,2018
Justin Patton,-1.47,-1.98,-3.45,2018
Xavier Silas,-1.46,-2,-3.46,2018
Nate Wolters,-1.42,-2.04,-3.46,2018
Patrick McCaw,-2.32,-1.15,-3.47,2018
