Player,OffenseMamba,DefenseMamba,Mamba,Season
Nikola Vucevic,0.5,1.685,2.185,2022
Amir Coffey,2.515,-0.464,2.051,2022
Evan Mobley,-0.327,2.541,2.213,2022
Cody Martin,1.828,0.209,2.038,2022
Joe Ingles,1.848,0.172,2.02,2022
Mo Bamba,0.214,1.901,2.115,2022
JaVale McGee,-0.246,2.352,2.106,2022
Cameron Payne,1.783,0.198,1.981,2022
Ivica Zubac,0.435,1.599,2.033,2022
Austin Reaves,1.48,0.479,1.959,2022
Kevin Huerter,1.83,0.103,1.933,2022
Luke Kennard,3.348,-1.529,1.819,2022
Blake Griffin,0.787,1.18,1.968,2022
Payton Pritchard,3.212,-1.394,1.819,2022
Nic Claxton,0.152,1.849,2.002,2022
Jae'Sean Tate,0.591,1.374,1.965,2022
Goga Bitadze,1.985,-0.106,1.879,2022
Coby White,3.198,-1.394,1.804,2022
Kelly Olynyk,2.353,-0.513,1.841,2022
P.J. Washington,1.555,0.328,1.883,2022
Garrison Mathews,2.719,-0.906,1.813,2022
John Konchar,1.599,0.268,1.867,2022
Eric Gordon,2.141,-0.311,1.831,2022
Jerami Grant,1.249,0.625,1.874,2022
Buddy Hield,3.379,-1.648,1.73,2022
Isaiah Livers,1.855,-0.047,1.808,2022
Delon Wright,1.419,0.403,1.822,2022
Harrison Barnes,2.699,-0.966,1.733,2022
Markelle Fultz,0.911,0.907,1.817,2022
Chris Duarte,0.309,1.525,1.834,2022
Christian Wood,1.064,0.713,1.777,2022
Jock Landale,1.553,0.19,1.743,2022
Dwight Powell,1.297,0.44,1.737,2022
Deni Avdija,0.445,1.334,1.779,2022
Evan Fournier,2.539,-0.931,1.607,2022
Jaxson Hayes,1.115,0.571,1.686,2022
Miles McBride,1.33,0.286,1.615,2022
Markus Howard,1.773,-0.202,1.57,2022
Jaylen Nowell,3.324,-1.848,1.476,2022
Bojan Bogdanovic,2.949,-1.457,1.492,2022
Jordan McLaughlin,1.485,0.084,1.568,2022
Tobias Harris,1.563,-0.009,1.554,2022
T.J. McConnell,1.48,0.068,1.548,2022
Kemba Walker,1.884,-0.385,1.5,2022
Isaiah Stewart,-0.829,2.49,1.662,2022
Grayson Allen,1.331,0.17,1.501,2022
Omer Yurtseven,0.157,1.41,1.568,2022
Anfernee Simons,3.933,-2.593,1.34,2022
Nicolas Batum,0.76,0.765,1.525,2022
Justise Winslow,-0.563,2.164,1.601,2022
Moritz Wagner,2.84,-1.459,1.381,2022
Scottie Barnes,0.615,0.884,1.499,2022
De'Aaron Fox,2.829,-1.481,1.348,2022
Julius Randle,0.607,0.819,1.426,2022
Tre Jones,1.813,-0.46,1.353,2022
Marvin Bagley III,0.782,0.533,1.315,2022
Zach Collins,0.94,0.364,1.304,2022
Day'Ron Sharpe,0.83,0.477,1.307,2022
Gabe Vincent,0.998,0.296,1.293,2022
Devin Vassell,1.508,-0.247,1.262,2022
Malik Monk,2.695,-1.512,1.183,2022
Joe Harris,1.373,-0.151,1.222,2022
LaMarcus Aldridge,0.796,0.449,1.244,2022
Frank Ntilikina,-0.537,1.853,1.316,2022
Kentavious Caldwell-Pope,1.135,0.047,1.182,2022
Facundo Campazzo,0.336,0.86,1.196,2022
Richaun Holmes,0.424,0.747,1.17,2022
Derrick Jones Jr.,1.071,0.059,1.13,2022
Luguentz Dort,0.426,0.731,1.157,2022
Danilo Gallinari,2.806,-1.816,0.99,2022
Cole Anthony,1.591,-0.53,1.061,2022
Danny Green,0.685,0.43,1.115,2022
Caris LeVert,2.633,-1.656,0.977,2022
RJ Barrett,1.339,-0.285,1.054,2022
Russell Westbrook,0.917,0.161,1.078,2022
Wesley Matthews,0.638,0.457,1.094,2022
Dewayne Dedmon,0.05,1.077,1.126,2022
Nemanja Bjelica,0.985,0.081,1.065,2022
Tim Hardaway Jr.,1.863,-0.852,1.011,2022
DeAndre' Bembry,0.184,0.922,1.106,2022
Isaac Okoro,0.764,0.237,1.001,2022
Aaron Holiday,0.594,0.401,0.995,2022
Corey Kispert,2.474,-1.611,0.862,2022
Davis Bertans,2.361,-1.53,0.831,2022
Pat Connaughton,2.208,-1.375,0.833,2022
Saddiq Bey,2.079,-1.257,0.822,2022
Isaiah Roby,1.041,-0.165,0.876,2022
Frank Kaminsky,0.925,-0.055,0.87,2022
Landry Shamet,1.273,-0.458,0.815,2022
Jalen Smith,1.253,-0.457,0.796,2022
Will Barton,1.208,-0.425,0.784,2022
Rodney McGruder,1.157,-0.386,0.771,2022
Tyler Herro,2.529,-1.893,0.636,2022
Georges Niang,1.918,-1.253,0.664,2022
Juan Toscano-Anderson,0.343,0.402,0.745,2022
Willie Cauley-Stein,-0.814,1.605,0.792,2022
Cade Cunningham,0.128,0.582,0.71,2022
Rudy Gay,0.391,0.276,0.667,2022
Malik Beasley,2.047,-1.487,0.56,2022
Norman Powell,2.415,-1.887,0.528,2022
Kelly Oubre Jr.,1.834,-1.274,0.56,2022
Daniel Theis,-0.591,1.296,0.705,2022
Isaiah Thomas,1.351,-0.766,0.585,2022
Patty Mills,1.572,-1.048,0.524,2022
Shake Milton,0.996,-0.456,0.54,2022
Justin Holiday,1.029,-0.493,0.536,2022
Eric Bledsoe,-0.257,0.859,0.603,2022
Ziaire Williams,0.935,-0.429,0.506,2022
Josh Richardson,1.782,-1.329,0.453,2022
Goran Dragic,0.888,-0.382,0.507,2022
Marcus Morris Sr.,2.292,-1.883,0.409,2022
Cory Joseph,1.018,-0.544,0.474,2022
Dean Wade,-0.103,0.618,0.515,2022
Isaiah Jackson,-0.382,0.909,0.527,2022
Jeremy Lamb,1.404,-1.008,0.396,2022
Kevin Porter Jr.,1.257,-0.855,0.402,2022
Justin Champagnie,0.953,-0.546,0.407,2022
Josh Green,-0.273,0.743,0.469,2022
Josh Giddey,-1.01,1.507,0.497,2022
Davon Reed,1.132,-0.766,0.366,2022
Wenyen Gabriel,0.792,-0.44,0.352,2022
Carmelo Anthony,2.425,-2.183,0.242,2022
Malachi Flynn,1.009,-0.706,0.303,2022
Josh Okogie,-1.541,1.969,0.427,2022
Kent Bazemore,-1.414,1.827,0.413,2022
Jevon Carter,1.485,-1.247,0.239,2022
JaMychal Green,0.18,0.1,0.28,2022
Dennis Schroder,0.101,0.178,0.279,2022
David Nwaba,0.508,-0.269,0.239,2022
Larry Nance Jr.,-0.334,0.617,0.283,2022
Trey Murphy III,1.22,-1.036,0.184,2022
Paul Millsap,-0.646,0.932,0.285,2022
Dennis Smith Jr.,-0.869,1.162,0.293,2022
Brandon Goodwin,0.588,-0.391,0.197,2022
Willy Hernangomez,2.596,-2.523,0.073,2022
Kyle Kuzma,0.147,0.059,0.206,2022
Taj Gibson,-0.832,1.088,0.256,2022
Usman Garuba,0.486,-0.331,0.155,2022
Michael Porter Jr.,-0.13,0.309,0.179,2022
Naji Marshall,-0.351,0.524,0.173,2022
Khem Birch,0.452,-0.331,0.12,2022
Jeff Green,0.653,-0.549,0.104,2022
Grant Williams,0.43,-0.338,0.092,2022
Dylan Windler,-0.265,0.397,0.133,2022
Raul Neto,0.881,-0.819,0.063,2022
Romeo Langford,-1.484,1.677,0.193,2022
Killian Tillie,-1.018,1.182,0.164,2022
Terry Taylor,2.436,-2.481,-0.044,2022
Trent Forrest,0.318,-0.242,0.076,2022
Robin Lopez,-0.305,0.389,0.084,2022
Dwight Howard,0.405,-0.39,0.015,2022
Thomas Bryant,0.408,-0.403,0.005,2022
Armoni Brooks,1.182,-1.238,-0.056,2022
Greg Monroe,0.767,-0.799,-0.032,2022
Ish Wainright,-0.676,0.716,0.04,2022
Furkan Korkmaz,0.613,-0.655,-0.041,2022
Wayne Ellington,1.26,-1.341,-0.081,2022
Rui Hachimura,1.326,-1.421,-0.095,2022
Saben Lee,0.849,-0.919,-0.069,2022
Derrick Favors,-1.225,1.273,0.048,2022
Troy Brown Jr.,0.641,-0.714,-0.073,2022
Moses Moody,-0.109,0.073,-0.036,2022
Gorgui Dieng,0.877,-0.984,-0.107,2022
Gary Harris,0.379,-0.462,-0.083,2022
De'Andre Hunter,-0.675,0.646,-0.029,2022
Matt Thomas,0.55,-0.658,-0.108,2022
Hamidou Diallo,-1.175,1.166,-0.01,2022
Oshae Brissett,1.861,-2.055,-0.194,2022
Ty Jerome,0.289,-0.409,-0.119,2022
Skylar Mays,0.358,-0.497,-0.139,2022
Jaden McDaniels,-1.302,1.24,-0.062,2022
Jeremiah Robinson-Earl,-0.673,0.558,-0.115,2022
Talen Horton-Tucker,-0.531,0.407,-0.124,2022
Davion Mitchell,-0.684,0.554,-0.13,2022
Taurean Prince,0.866,-1.111,-0.245,2022
Jalen Suggs,-2.516,2.463,-0.053,2022
Kyle Anderson,-0.708,0.544,-0.164,2022
Rajon Rondo,-0.115,-0.101,-0.216,2022
Trey Lyles,1.047,-1.341,-0.294,2022
Justin Anderson,1.402,-1.726,-0.324,2022
Jalen McDaniels,0.149,-0.409,-0.26,2022
Donte DiVincenzo,0.609,-0.901,-0.292,2022
Malcolm Hill,0.768,-1.09,-0.322,2022
Cassius Stanley,-1.341,1.13,-0.211,2022
Udoka Azubuike,-2.075,1.899,-0.177,2022
Jonathan Kuminga,0.297,-0.62,-0.323,2022
Timothe Luwawu-Cabarrot,0.625,-0.969,-0.344,2022
Precious Achiuwa,-1.342,1.107,-0.235,2022
Damion Lee,0.273,-0.613,-0.341,2022
Quentin Grimes,0.013,-0.348,-0.335,2022
Chuma Okeke,-0.995,0.688,-0.307,2022
Ayo Dosunmu,0.376,-0.788,-0.412,2022
Denzel Valentine,0,-0.421,-0.422,2022
Lou Williams,0.868,-1.349,-0.481,2022
James Johnson,-0.231,-0.19,-0.422,2022
Isaiah Joe,0.559,-1.03,-0.471,2022
Nerlens Noel,-1.547,1.191,-0.356,2022
Juancho Hernangomez,0.972,-1.495,-0.523,2022
Tomas Satoransky,0.246,-0.731,-0.485,2022
Naz Reid,-0.814,0.372,-0.442,2022
Aleksej Pokusevski,-1.23,0.813,-0.417,2022
Frank Jackson,1.015,-1.619,-0.604,2022
Markieff Morris,-0.276,-0.284,-0.56,2022
Alperen Sengun,-0.321,-0.24,-0.561,2022
Damian Jones,0.149,-0.751,-0.601,2022
Chimezie Metu,-0.814,0.262,-0.552,2022
Mamadi Diakite,-2.423,1.942,-0.481,2022
Aaron Wiggins,-0.049,-0.606,-0.655,2022
Santi Aldama,-0.755,0.132,-0.623,2022
Keita Bates-Diop,-0.914,0.296,-0.618,2022
Jericho Sims,-0.804,0.169,-0.635,2022
Stanley Johnson,0.779,-1.526,-0.747,2022
Lance Stephenson,1.872,-2.711,-0.839,2022
Bryn Forbes,0.947,-1.747,-0.8,2022
Nickeil Alexander-Walker,-0.045,-0.706,-0.75,2022
David Duke Jr.,-0.618,-0.112,-0.73,2022
Jaylen Hoard,0.809,-1.63,-0.821,2022
Lamar Stevens,-0.968,0.251,-0.718,2022
Maurice Harkless,-1.218,0.503,-0.715,2022
Marquese Chriss,-0.978,0.166,-0.812,2022
Olivier Sarr,0.337,-1.228,-0.891,2022
Alex Len,-1.384,0.583,-0.8,2022
Ben McLemore,1.461,-2.434,-0.972,2022
Serge Ibaka,-0.277,-0.607,-0.884,2022
Doug McDermott,1.823,-2.84,-1.017,2022
Tristan Thompson,-0.155,-0.745,-0.9,2022
Yuta Watanabe,-0.382,-0.513,-0.894,2022
Ed Davis,-1.868,1.031,-0.836,2022
Kelan Martin,-0.269,-0.676,-0.945,2022
Ish Smith,0.016,-0.978,-0.963,2022
Torrey Craig,0.512,-1.571,-1.06,2022
Cedi Osman,1.249,-2.416,-1.167,2022
Duane Washington Jr.,0.784,-1.94,-1.156,2022
Dalano Banton,-0.94,-0.159,-1.098,2022
Thanasis Antetokounmpo,-1.102,0.004,-1.098,2022
KZ Okpala,-0.966,-0.15,-1.117,2022
DeAndre Jordan,-1.328,0.221,-1.107,2022
Danuel House Jr.,-0.393,-0.772,-1.165,2022
Josh Jackson,-0.91,-0.256,-1.166,2022
Gary Clark,0.684,-1.954,-1.269,2022
Austin Rivers,0.676,-1.955,-1.278,2022
Mychal Mulder,0.485,-1.754,-1.269,2022
Trevor Ariza,-0.374,-0.854,-1.229,2022
Trey Burke,0.189,-1.454,-1.264,2022
Tre Mann,-0.609,-0.646,-1.255,2022
Bismack Biyombo,-1.163,-0.061,-1.224,2022
Svi Mykhailiuk,-0.228,-1.067,-1.295,2022
Drew Eubanks,-0.809,-0.498,-1.307,2022
JT Thor,-0.753,-0.608,-1.361,2022
Alize Johnson,-0.301,-1.093,-1.395,2022
Patrick Williams,-0.737,-0.636,-1.373,2022
Kris Dunn,-1.119,-0.233,-1.352,2022
Reggie Perry,-0.982,-0.449,-1.431,2022
Luka Garza,0.716,-2.251,-1.535,2022
Killian Hayes,-1.662,0.26,-1.401,2022
Javonte Smart,-2.324,0.881,-1.443,2022
Elfrid Payton,-1.711,0.224,-1.487,2022
Moses Brown,-1.772,0.267,-1.505,2022
Admiral Schofield,-0.851,-0.718,-1.569,2022
Zeke Nnaji,0.37,-2.04,-1.67,2022
Aaron Nesmith,-0.902,-0.7,-1.602,2022
Sterling Brown,-1.236,-0.358,-1.594,2022
Chris Chiozza,-1.449,-0.174,-1.623,2022
Bruno Fernando,-1.886,0.258,-1.629,2022
Keifer Sykes,-0.705,-1.002,-1.707,2022
Kessler Edwards,-0.724,-1.023,-1.747,2022
Brandon Williams,-0.552,-1.285,-1.838,2022
CJ Elleby,-0.996,-0.872,-1.868,2022
Lonnie Walker IV,0.213,-2.167,-1.954,2022
Garrett Temple,-1.124,-0.755,-1.879,2022
Trendon Watford,-0.356,-1.598,-1.954,2022
Vit Krejci,-0.692,-1.252,-1.944,2022
Charlie Brown Jr.,-2.589,0.629,-1.96,2022
Vlatko Cancar,-0.785,-1.292,-2.077,2022
Joshua Primo,-1.447,-0.601,-2.049,2022
Cody Zeller,-0.136,-2.028,-2.165,2022
Brandon Boston Jr.,-1.557,-0.542,-2.099,2022
Ignas Brazdeikis,-0.091,-2.1,-2.191,2022
Eric Paschall,0.459,-2.691,-2.232,2022
Hassani Gravett,-1.297,-0.834,-2.132,2022
Tyler Cook,-1.132,-1.015,-2.147,2022
Jordan Nwora,0.05,-2.269,-2.219,2022
Nick Richards,-1.865,-0.241,-2.106,2022
Tony Snell,-0.878,-1.298,-2.176,2022
Paul Watson,-0.345,-1.917,-2.262,2022
Tim Frazier,-1.317,-0.9,-2.218,2022
Jarrett Culver,-1.909,-0.28,-2.189,2022
Jake Layman,-1.595,-0.635,-2.23,2022
Collin Sexton,-1.491,-0.82,-2.311,2022
Jalen Green,-0.022,-2.415,-2.437,2022
Sam Hauser,-1.385,-1.048,-2.434,2022
Jamorko Pickett,0.104,-2.672,-2.568,2022
Kira Lewis Jr.,-0.994,-1.52,-2.514,2022
Greg Brown III,-1.585,-0.92,-2.505,2022
Kevin Knox II,-0.813,-1.862,-2.674,2022
D.J. Augustin,1.334,-4.139,-2.805,2022
Charles Bassey,-1.745,-0.881,-2.627,2022
Rodney Hood,-1.132,-1.567,-2.7,2022
Avery Bradley,-1.415,-1.324,-2.739,2022
Joe Wieskamp,0.135,-3.016,-2.881,2022
Darius Bazley,-1.998,-0.788,-2.787,2022
Brad Wanamaker,-1.329,-1.522,-2.851,2022
Cam Reddish,-1.361,-1.497,-2.858,2022
Leandro Bolmaro,-1.557,-1.379,-2.937,2022
Alfonzo McKinnie,-0.911,-2.104,-3.015,2022
Haywood Highsmith,-1.501,-1.488,-2.989,2022
Josh Christopher,-0.162,-2.912,-3.074,2022
Kevin Pangos,-1.499,-1.557,-3.056,2022
Kyle Guy,-0.61,-2.568,-3.177,2022
Zavier Simpson,-1.691,-1.578,-3.269,2022
Keon Johnson,-1.223,-2.21,-3.434,2022
Justin Robinson,-2.311,-1.176,-3.487,2022
Cam Thomas,-0.85,-2.905,-3.755,2022
Terrence Ross,-0.544,-3.237,-3.781,2022
Theo Maledon,-1.657,-2.137,-3.795,2022
Lindell Wigginton,-0.129,-3.798,-3.927,2022
Daishen Nix,-1.828,-2.059,-3.887,2022
Semi Ojeleye,-2.261,-1.61,-3.871,2022
Sandro Mamukelashvili,0.157,-4.175,-4.018,2022
R.J. Hampton,-2.079,-2.143,-4.222,2022
James Bouknight,-0.252,-4.147,-4.398,2022
Elijah Hughes,-1.949,-2.803,-4.753,2022
Georgios Kalaitzakis,-2.795,-2.03,-4.825,2022
Keljin Blevins,-2.462,-2.837,-5.299,2022
Nikola Jokic,8.89,1.752,10.642,2023
Kawhi Leonard,6.98,1.676,8.657,2023
Joel Embiid,5.812,2.811,8.624,2023
Damian Lillard,9.965,-1.652,8.313,2023
Stephen Curry,7.989,0.268,8.257,2023
Kevin Durant,6.405,1.851,8.256,2023
Jimmy Butler,6.555,1.322,7.877,2023
Jayson Tatum,7.069,0.642,7.712,2023
Giannis Antetokounmpo,5.649,2.067,7.715,2023
LeBron James,6.156,1.465,7.621,2023
Luka Doncic,7.612,-0.435,7.177,2023
Jrue Holiday,5.529,1.711,7.24,2023
James Harden,6.944,-0.05,6.895,2023
Shai Gilgeous-Alexander,6.509,0.27,6.779,2023
Donovan Mitchell,6.303,0.286,6.589,2023
Kyrie Irving,6.775,-0.332,6.443,2023
Anthony Davis,3.217,3.44,6.656,2023
Paul George,4.424,2.06,6.484,2023
Devin Booker,6.995,-0.782,6.213,2023
Tyrese Haliburton,6.947,-0.766,6.181,2023
Darius Garland,5.316,0.88,6.197,2023
Zion Williamson,4.6,1.603,6.203,2023
Ja Morant,5.392,0.723,6.115,2023
Kristaps Porzingis,4.242,1.881,6.123,2023
Jaren Jackson Jr.,2.763,3.214,5.977,2023
Derrick White,3.391,2.528,5.919,2023
Jalen Brunson,6.049,-0.594,5.454,2023
Cameron Johnson,3.86,1.62,5.479,2023
Desmond Bane,5.079,0.228,5.307,2023
Lauri Markkanen,5.159,-0.071,5.088,2023
Immanuel Quickley,3.629,1.536,5.165,2023
Aaron Gordon,3.702,1.405,5.107,2023
Chris Paul,3.584,1.299,4.884,2023
Mike Conley,4.865,-0.148,4.717,2023
Nic Claxton,2.066,2.811,4.877,2023
Trae Young,6.055,-1.487,4.567,2023
Franz Wagner,3.106,1.633,4.739,2023
Brook Lopez,1.72,3.092,4.812,2023
Karl-Anthony Towns,3.551,1.123,4.674,2023
Alex Caruso,0.947,3.869,4.816,2023
Fred VanVleet,4.364,0.143,4.507,2023
Herbert Jones,1.862,2.772,4.634,2023
Pascal Siakam,4.201,0.229,4.429,2023
Domantas Sabonis,4.291,0.13,4.421,2023
Robert Williams III,1.172,3.3,4.472,2023
Draymond Green,0.65,3.809,4.458,2023
Zach LaVine,4.136,0.084,4.221,2023
De'Aaron Fox,5.542,-1.416,4.126,2023
Bradley Beal,3.759,0.368,4.127,2023
Clint Capela,2.813,1.288,4.101,2023
DeMar DeRozan,4.142,-0.159,3.983,2023
LaMelo Ball,4.803,-0.97,3.834,2023
Steven Adams,1.791,2.199,3.99,2023
Kevin Huerter,4.316,-0.541,3.774,2023
Walker Kessler,2.021,1.889,3.91,2023
Myles Turner,2.232,1.595,3.827,2023
Mikal Bridges,3.14,0.562,3.702,2023
Kevon Looney,2.791,0.931,3.722,2023
Michael Porter Jr.,4.248,-0.616,3.632,2023
Julius Randle,4.616,-1.021,3.595,2023
Jose Alvarado,2.25,1.437,3.687,2023
Jarrett Allen,1.702,1.968,3.67,2023
Tyrese Maxey,4.844,-1.397,3.447,2023
Delon Wright,2.592,0.889,3.481,2023
D'Angelo Russell,3.918,-0.539,3.379,2023
Mitchell Robinson,1.239,2.293,3.532,2023
Alec Burks,3.84,-0.489,3.351,2023
Anthony Edwards,2.931,0.455,3.386,2023
Tyler Herro,3.623,-0.308,3.315,2023
Khris Middleton,2.814,0.534,3.347,2023
Austin Reaves,3.573,-0.286,3.287,2023
Al Horford,2.128,1.239,3.367,2023
Kris Dunn,3.475,-0.21,3.265,2023
Jakob Poeltl,1.944,1.372,3.316,2023
Rudy Gobert,0.432,2.915,3.347,2023
Brandon Ingram,3.331,-0.194,3.137,2023
T.J. McConnell,2.472,0.687,3.159,2023
Monte Morris,4.029,-0.973,3.056,2023
Kenrich Williams,1.963,1.21,3.173,2023
Spencer Dinwiddie,3.341,-0.265,3.077,2023
Kyle Lowry,1.799,1.361,3.16,2023
Josh Hart,2.806,0.284,3.09,2023
Bam Adebayo,1.352,1.772,3.125,2023
Buddy Hield,3.548,-0.596,2.952,2023
Marcus Smart,2.126,0.824,2.95,2023
Luke Kennard,3.65,-0.852,2.798,2023
Jamal Murray,3.93,-1.156,2.775,2023
Chris Boucher,2.086,0.782,2.867,2023
Isaiah Joe,4.147,-1.472,2.675,2023
Jaylen Brown,2.321,0.462,2.782,2023
Evan Mobley,0.564,2.237,2.801,2023
Bogdan Bogdanovic,4.116,-1.619,2.497,2023
Javonte Green,0.619,2.081,2.7,2023
Tim Hardaway Jr.,2.714,-0.156,2.558,2023
Goga Bitadze,1.381,1.251,2.633,2023
Bojan Bogdanovic,3.876,-1.416,2.46,2023
Anfernee Simons,3.568,-1.09,2.478,2023
Josh Okogie,1.248,1.316,2.564,2023
Jae Crowder,1.839,0.682,2.52,2023
Klay Thompson,3.488,-1.082,2.406,2023
CJ McCollum,3.744,-1.367,2.377,2023
Andrew Wiggins,1.084,1.387,2.472,2023
John Konchar,0.901,1.528,2.43,2023
Jordan Clarkson,3.547,-1.325,2.223,2023
Lindy Waters III,2.451,-0.18,2.271,2023
Tobias Harris,1.703,0.608,2.31,2023
Scottie Barnes,1.626,0.684,2.31,2023
Mike Muscala,2.723,-0.503,2.22,2023
Dejounte Murray,2.182,0.067,2.249,2023
Robert Covington,1.277,1.005,2.282,2023
Coby White,3.611,-1.481,2.13,2023
Terance Mann,2.911,-0.8,2.11,2023
Onyeka Okongwu,1.151,0.988,2.139,2023
Ben Simmons,0.444,1.704,2.148,2023
Jerami Grant,1.641,0.411,2.052,2023
Jock Landale,1.499,0.558,2.057,2023
Dwight Powell,0.937,1.117,2.054,2023
Gordon Hayward,0.855,1.203,2.058,2023
Trey Murphy III,2.949,-1.044,1.905,2023
Kyle Anderson,1.901,0.057,1.958,2023
Cameron Payne,2.131,-0.191,1.939,2023
Alperen Sengun,2.086,-0.161,1.925,2023
Miles McBride,1.183,0.785,1.968,2023
Luguentz Dort,1.209,0.745,1.955,2023
Larry Nance Jr.,1.341,0.603,1.944,2023
Quentin Grimes,2.515,-0.644,1.87,2023
Tre Jones,2.666,-0.81,1.855,2023
Kelly Olynyk,1.985,-0.091,1.894,2023
Charles Bassey,0.466,1.509,1.975,2023
Moses Brown,0.244,1.699,1.944,2023
Wendell Carter Jr.,0.872,0.99,1.862,2023
Jusuf Nurkic,-0.222,2.147,1.925,2023
Malcolm Brogdon,2.891,-1.169,1.722,2023
Markelle Fultz,1.646,0.142,1.788,2023
Jevon Carter,1.235,0.573,1.808,2023
Nicolas Batum,1.793,-0.029,1.764,2023
Dillon Brooks,0.134,1.718,1.852,2023
Harrison Barnes,2.154,-0.423,1.731,2023
Derrick Jones Jr.,0.937,0.836,1.773,2023
Keegan Murray,2.418,-0.735,1.683,2023
George Hill,1.149,0.599,1.749,2023
Dalano Banton,0.757,0.97,1.727,2023
Cole Anthony,2.566,-0.958,1.608,2023
Kevin Porter Jr.,2.18,-0.558,1.622,2023
Dennis Smith Jr.,-0.888,2.687,1.799,2023
Tyus Jones,3.554,-2.048,1.506,2023
Terry Rozier,2.793,-1.252,1.541,2023
Ish Wainright,1.377,0.24,1.617,2023
Jaden McDaniels,0.746,0.887,1.633,2023
Devin Vassell,2.288,-0.799,1.489,2023
Dennis Schroder,1.065,0.494,1.559,2023
Isaiah Hartenstein,0.72,0.797,1.517,2023
Blake Griffin,0.725,0.783,1.508,2023
Jalen Williams,1.975,-0.556,1.42,2023
Matisse Thybulle,-0.643,2.198,1.555,2023
Moritz Wagner,1.645,-0.249,1.396,2023
Eugene Omoruyi,0.399,1.068,1.467,2023
Sam Hauser,2.201,-0.843,1.358,2023
De'Anthony Melton,1.111,0.302,1.413,2023
Donte DiVincenzo,1.58,-0.214,1.366,2023
Jordan Goodwin,1.267,0.107,1.374,2023
Jordan McLaughlin,1.641,-0.313,1.328,2023
Cedi Osman,2.489,-1.228,1.261,2023
Ricky Rubio,0.231,1.145,1.376,2023
Obi Toppin,1.815,-0.56,1.255,2023
Bruce Brown,1.362,-0.09,1.272,2023
Svi Mykhailiuk,2.2,-0.989,1.211,2023
Landry Shamet,1.202,0.061,1.264,2023
Patrick Beverley,0.392,0.857,1.249,2023
Mo Bamba,0.917,0.301,1.217,2023
Jalen McDaniels,1.316,-0.134,1.182,2023
Royce O'Neale,0.689,0.529,1.218,2023
Raul Neto,1.766,-0.613,1.153,2023
Mason Plumlee,1.575,-0.418,1.157,2023
Montrezl Harrell,0.794,0.362,1.156,2023
Kentavious Caldwell-Pope,1.019,0.114,1.133,2023
Skylar Mays,2.628,-1.617,1.011,2023
Jalen Suggs,-0.311,1.487,1.176,2023
Rodney McGruder,1.933,-0.898,1.035,2023
Garrison Mathews,0.6,0.503,1.104,2023
Jae'Sean Tate,-0.335,1.486,1.151,2023
Jalen Smith,1.212,-0.155,1.057,2023
Kyle Kuzma,0.85,0.209,1.06,2023
Keita Bates-Diop,0.795,0.247,1.042,2023
Keldon Johnson,2.231,-1.287,0.945,2023
Tari Eason,0.563,0.481,1.044,2023
Kevin Love,1.17,-0.175,0.994,2023
Caris LeVert,1.687,-0.73,0.957,2023
Deni Avdija,0.544,0.469,1.013,2023
Grayson Allen,0.996,-0.012,0.984,2023
Brandon Clarke,0.531,0.481,1.012,2023
Joe Ingles,2.37,-1.49,0.881,2023
Cade Cunningham,-0.239,1.27,1.031,2023
Gary Harris,1.329,-0.399,0.93,2023
Zach Collins,1.169,-0.231,0.939,2023
Dorian Finney-Smith,0.505,0.474,0.978,2023
AJ Griffin,2.151,-1.3,0.851,2023
Gary Trent Jr.,1.521,-0.636,0.885,2023
Terence Davis,1.474,-0.59,0.885,2023
Mark Williams,-0.32,1.283,0.964,2023
Caleb Martin,0.59,0.315,0.905,2023
Paul Reed,0.047,0.885,0.932,2023
Gary Payton II,1.698,-0.9,0.799,2023
Devonte' Graham,1.823,-1.039,0.783,2023
Ivica Zubac,-0.631,1.561,0.93,2023
Christian Koloko,-0.559,1.481,0.922,2023
Jordan Poole,1.534,-0.743,0.791,2023
P.J. Washington,0.77,0.066,0.836,2023
Anthony Lamb,1.295,-0.499,0.796,2023
Frank Kaminsky,1.668,-0.898,0.771,2023
Eric Gordon,1.624,-0.863,0.761,2023
Bones Hyland,3.301,-2.679,0.621,2023
Nikola Vucevic,1.433,-0.7,0.733,2023
Nickeil Alexander-Walker,0.551,0.229,0.78,2023
Josh Green,1.141,-0.399,0.742,2023
Ochai Agbaji,1.839,-1.145,0.694,2023
Saddiq Bey,2.747,-2.11,0.637,2023
Victor Oladipo,0.284,0.493,0.777,2023
Wenyen Gabriel,0.742,0.006,0.748,2023
Gabe Vincent,0.488,0.276,0.764,2023
Malik Monk,2.275,-1.634,0.641,2023
Xavier Tillman,-0.372,1.16,0.788,2023
Kessler Edwards,0.339,0.375,0.714,2023
Shake Milton,2.635,-2.144,0.491,2023
Santi Aldama,1.002,-0.425,0.577,2023
Daniel Gafford,0.831,-0.255,0.576,2023
Bobby Portis,1.507,-0.977,0.53,2023
Davion Mitchell,0.769,-0.196,0.573,2023
Hamidou Diallo,-0.901,1.512,0.611,2023
Andre Drummond,-0.767,1.365,0.598,2023
Russell Westbrook,1.428,-0.971,0.457,2023
Isaac Okoro,0.655,-0.17,0.485,2023
Nathan Knight,-0.127,0.659,0.531,2023
Davis Bertans,2.04,-1.64,0.4,2023
John Collins,0.424,0.073,0.496,2023
