Player,OffenseMamba,DefenseMamba,Mamba,Season
Dalano Banton,0.263,-1.105,-0.842,2024
Anthony Black,-1.382,0.635,-0.747,2024
Torrey Craig,0.911,-1.798,-0.887,2024
Danuel House Jr.,-0.329,-0.493,-0.822,2024
Kevin Knox II,0.808,-1.702,-0.894,2024
Colby Jones,-0.721,-0.081,-0.802,2024
Keita Bates-Diop,-0.444,-0.387,-0.831,2024
Davion Mitchell,0.492,-1.402,-0.91,2024
P.J. Tucker,-1.26,0.442,-0.818,2024
Bones Hyland,0.904,-1.896,-0.992,2024
Jordan Hawkins,1.466,-2.493,-1.027,2024
Derrick Rose,0.241,-1.197,-0.956,2024
Furkan Korkmaz,0.384,-1.414,-1.03,2024
Bismack Biyombo,-1.4,0.471,-0.929,2024
Nick Richards,-0.059,-0.957,-1.016,2024
Keyonte George,0.397,-1.524,-1.127,2024
Corey Kispert,2.139,-3.392,-1.252,2024
Pat Connaughton,1.092,-2.288,-1.196,2024
Julian Strawther,0.335,-1.551,-1.216,2024
Jared Rhoden,-0.229,-1.007,-1.236,2024
Trent Forrest,-0.029,-1.234,-1.263,2024
AJ Griffin,0.129,-1.43,-1.301,2024
Taurean Prince,0.483,-1.815,-1.331,2024
Jabari Walker,0.437,-1.801,-1.364,2024
Amir Coffey,1.465,-2.904,-1.439,2024
Danilo Gallinari,1.24,-2.671,-1.431,2024
Drew Eubanks,-1.104,-0.194,-1.298,2024
Josh Richardson,0.628,-2.062,-1.435,2024
JT Thor,-0.811,-0.558,-1.369,2024
Noah Clowney,-0.33,-1.082,-1.412,2024
Chris Duarte,-0.296,-1.121,-1.417,2024
Jaxson Hayes,-1.222,-0.153,-1.375,2024
Killian Hayes,0.236,-1.702,-1.467,2024
Evan Fournier,-1.258,-0.124,-1.381,2024
Olivier-Maxence Prosper,-0.108,-1.344,-1.452,2024
Taj Gibson,-1.601,0.219,-1.382,2024
Bryce McGowens,-0.905,-0.52,-1.425,2024
Markelle Fultz,-0.8,-0.632,-1.432,2024
Shaedon Sharpe,0.456,-1.966,-1.51,2024
Trey Jemison,-1.187,-0.245,-1.432,2024
Georges Niang,0.947,-2.533,-1.586,2024
Cedi Osman,1.311,-2.924,-1.613,2024
Theo Maledon,-0.145,-1.471,-1.616,2024
Darius Bazley,-1.121,-0.455,-1.577,2024
Bojan Bogdanovic,1.833,-3.627,-1.794,2024
Stanley Umude,0.305,-2.011,-1.706,2024
Max Christie,-1.186,-0.454,-1.64,2024
Blake Wesley,-0.267,-1.442,-1.71,2024
Shake Milton,-0.229,-1.496,-1.726,2024
Kira Lewis Jr.,-0.876,-0.847,-1.723,2024
Kobe Brown,-0.587,-1.168,-1.755,2024
Jeff Green,-0.178,-1.612,-1.791,2024
Thomas Bryant,0.318,-2.155,-1.837,2024
Tristan Vukcevic,-1.38,-0.393,-1.773,2024
Mike Muscala,-0.537,-1.304,-1.841,2024
Cory Joseph,0.461,-2.42,-1.958,2024
DeAndre Jordan,-0.862,-1.034,-1.895,2024
Bruno Fernando,-0.785,-1.117,-1.902,2024
Doug McDermott,2.105,-4.201,-2.096,2024
Aleksej Pokusevski,-0.94,-0.995,-1.935,2024
Jeremiah Robinson-Earl,-0.71,-1.252,-1.962,2024
Malachi Flynn,0.478,-2.525,-2.047,2024
Nassir Little,-0.331,-1.726,-2.057,2024
MarJon Beauchamp,-0.617,-1.461,-2.078,2024
Jordan Nwora,-0.455,-1.64,-2.095,2024
Luka Samanic,-1.719,-0.445,-2.165,2024
Richaun Holmes,-0.473,-1.802,-2.275,2024
Jaden Hardy,0.467,-2.925,-2.458,2024
Marcus Morris Sr.,-0.254,-2.205,-2.459,2024
David Roddy,-1.023,-1.413,-2.436,2024
Ziaire Williams,-1.477,-0.95,-2.427,2024
Tosan Evbuomwan,-0.235,-2.275,-2.51,2024
Markieff Morris,-1.087,-1.381,-2.468,2024
Thanasis Antetokounmpo,-2.624,0.198,-2.426,2024
Kobe Bufkin,-0.575,-2.022,-2.597,2024
Brice Sensabaugh,-0.64,-2.038,-2.678,2024
Cam Reddish,-1.744,-0.87,-2.613,2024
Troy Brown Jr.,-0.067,-2.686,-2.753,2024
Julian Phillips,-0.884,-1.915,-2.799,2024
Ibou Badji,-3.072,0.391,-2.681,2024
Bennedict Mathurin,0.022,-2.968,-2.946,2024
Javon Freeman-Liberty,-0.859,-2.063,-2.922,2024
Jericho Sims,-1.951,-0.929,-2.88,2024
Nick Smith Jr.,-0.956,-1.988,-2.944,2024
Zavier Simpson,-3.119,0.24,-2.878,2024
Chuma Okeke,-1.895,-1.133,-3.028,2024
Andre Jackson Jr.,-0.115,-3.067,-3.181,2024
Yuta Watanabe,-0.897,-2.254,-3.151,2024
James Wiseman,-0.879,-2.29,-3.169,2024
Jalen McDaniels,-2.099,-1.221,-3.32,2024
Isaiah Livers,-0.505,-3.006,-3.511,2024
Onuralp Bitim,-1.757,-1.76,-3.517,2024
Gradey Dick,-0.528,-3.087,-3.615,2024
Ish Smith,-1.578,-2.047,-3.626,2024
Bilal Coulibaly,-1.902,-1.713,-3.615,2024
Rayan Rupert,-1.524,-2.135,-3.659,2024
Malaki Branham,-0.848,-2.993,-3.841,2024
Omer Yurtseven,-1.163,-2.916,-4.08,2024
Johnny Davis,-2.188,-1.996,-4.184,2024
Scoot Henderson,-1.097,-3.199,-4.296,2024
Brandon Boston Jr.,-2.604,-1.979,-4.583,2024
Nathan Mensah,-3.684,-2.148,-5.833,2024
